projectile,proj_type,calibre,proj_mass,proj_density,proj_hardness,Material,thickness,density,modulus,hardness,yield,PR,UTS,elongation,Ludwik-n,angle,v50,sigma_mps,ind_data,source
20MMFSP,frag,19.9,53.78,7.85,260,AA2060-T8,24.2,2.72,69,163,402,0.33,538,12,0.1116,0,447,5,Y,gallardy_16_mr0930
20MMFSP,frag,19.9,53.78,7.85,260,AA2060-T8,30,2.72,69,159,402,0.33,538,12,0.1116,0,599,6,Y,gallardy_16_mr0930
20MMFSP,frag,19.9,53.78,7.85,260,AA2060-T8,36.6,2.72,69,163,402,0.33,538,12,0.1116,0,865,5,Y,gallardy_16_mr0930
20MMFSP,frag,19.9,53.78,7.85,260,AA2060-T8,37,2.72,69,156,402,0.33,538,12,0.1116,0,881,8,Y,gallardy_16_mr0930
20MMFSP,frag,19.9,53.78,7.85,260,AA2060-T8,38.1,2.72,69,170,402,0.33,538,12,0.1116,0,909,7,Y,gallardy_16_mr0930
20MMFSP,frag,19.9,53.78,7.85,260,AA2060-T8,38.4,2.72,69,163,402,0.33,538,12,0.1116,0,923,1,Y,gallardy_16_mr0930
20MMFSP,frag,19.9,53.78,7.85,260,AA2060-T8,49.5,2.72,69,156,402,0.33,538,12,0.1116,0,1213,6,Y,gallardy_16_mr0930
20MMFSP,frag,19.9,53.78,7.85,260,AA2060-T8,49.5,2.72,69,156,402,0.33,538,12,0.1116,0,1234,8,Y,gallardy_16_mr0930
CAL30APM2,AP,6.2484,5.3,7.85,570,AA2060-T8,16,2.72,69,159,402,0.33,538,12,0.1116,30,586,6,Y,gallardy_16_mr0930
CAL30APM2,AP,6.2484,5.3,7.85,570,AA2060-T8,17.2,2.72,69,166,402,0.33,538,12,0.1116,30,628,6,Y,gallardy_16_mr0930
CAL30APM2,AP,6.2484,5.3,7.85,570,AA2060-T8,21.6,2.72,69,159,402,0.33,538,12,0.1116,0,642,7,Y,gallardy_16_mr0930
CAL30APM2,AP,6.2484,5.3,7.85,570,AA2060-T8,21.6,2.72,69,159,402,0.33,538,12,0.1116,30,707,4,Y,gallardy_16_mr0930
CAL30APM2,AP,6.2484,5.3,7.85,570,AA2060-T8,22.8,2.72,69,156,402,0.33,538,12,0.1116,0,667,8,Y,gallardy_16_mr0930
CAL30APM2,AP,6.2484,5.3,7.85,570,AA2060-T8,22.9,2.72,69,156,402,0.33,538,12,0.1116,0,659,9,Y,gallardy_16_mr0930
CAL30APM2,AP,6.2484,5.3,7.85,570,AA2060-T8,24.4,2.72,69,159,402,0.33,538,12,0.1116,0,684,9,Y,gallardy_16_mr0930
CAL30APM2,AP,6.2484,5.3,7.85,570,AA2060-T8,30.2,2.72,69,159,402,0.33,538,12,0.1116,0,779,11,Y,gallardy_16_mr0930
CAL30APM2,AP,6.2484,5.3,7.85,570,AA2060-T8,36.6,2.72,69,169,402,0.33,538,12,0.1116,0,879,9,Y,gallardy_16_mr0930
CAL30APM2,AP,6.2484,5.3,7.85,570,AA2060-T8,36.9,2.72,69,166,402,0.33,538,12,0.1116,0,889,6,Y,gallardy_16_mr0930
CAL30APM2,AP,6.2484,5.3,7.85,570,AA2060-T8,38.1,2.72,69,159,402,0.33,538,12,0.1116,0,898,8,Y,gallardy_16_mr0930
CAL30APM2,AP,6.2484,5.3,7.85,570,AA2060-T8,38.6,2.72,69,170,402,0.33,538,12,0.1116,0,906,7,Y,gallardy_16_mr0930
CAL50APM2,AP,10.8839,25.9,7.85,630,AA2060-T8,36.6,2.72,69,163,402,0.33,538,12,0.1116,0,648,5,Y,gallardy_16_mr0930
CAL50APM2,AP,10.8839,25.9,7.85,630,AA2060-T8,36.9,2.72,69,166,402,0.33,538,12,0.1116,0,650,10,Y,gallardy_16_mr0930
CAL50APM2,AP,10.8839,25.9,7.85,630,AA2060-T8,38.1,2.72,69,159,402,0.33,538,12,0.1116,0,652,5,Y,gallardy_16_mr0930
CAL50APM2,AP,10.8839,25.9,7.85,630,AA2060-T8,38.6,2.72,69,170,402,0.33,538,12,0.1116,0,660,9,Y,gallardy_16_mr0930
CAL50APM2,AP,10.8839,25.9,7.85,630,AA2060-T8,49.5,2.72,69,163,402,0.33,538,12,0.1116,0,765,7,Y,gallardy_16_mr0930
CAL50APM2,AP,10.8839,25.9,7.85,630,AA2060-T8,49.7,2.72,69,166,402,0.33,538,12,0.1116,0,772,6,Y,gallardy_16_mr0930
CAL50APM2,AP,10.8839,25.9,7.85,630,AA2060-T8,49.7,2.72,69,170,402,0.33,538,12,0.1116,0,767,10,Y,gallardy_16_mr0930
CAL50APM2,AP,10.8839,25.9,7.85,630,AA2060-T8,55,2.72,69,166,402,0.33,538,12,0.1116,0,806,6,Y,gallardy_16_mr0930
CAL50APM2,AP,10.8839,25.9,7.85,630,AA2060-T8,61.7,2.72,69,166,402,0.33,538,12,0.1116,0,868,11,Y,gallardy_16_mr0930
CAL50APM2,AP,10.8839,25.9,7.85,630,AA2060-T8,62.1,2.72,69,166,402,0.33,538,12,0.1116,0,873,4,Y,gallardy_16_mr0930
CAL50FSP,frag,12.6,13.4,7.85,260,AA2060-T8,16.1,2.72,69,160,402,0.33,538,12,0.1116,0,502,4,N,gallardy_16_mr0930
CAL50FSP,frag,12.6,13.4,7.85,260,AA2060-T8,17.4,2.72,69,160,402,0.33,538,12,0.1116,0,531,7,N,gallardy_16_mr0930
CAL50FSP,frag,12.6,13.4,7.85,260,AA2060-T8,20.9,2.72,69,160,402,0.33,538,12,0.1116,0,793,7,N,gallardy_16_mr0930
CAL50FSP,frag,12.6,13.4,7.85,260,AA2060-T8,22.9,2.72,69,160,402,0.33,538,12,0.1116,0,868,7,N,gallardy_16_mr0930
CAL50FSP,frag,12.6,13.4,7.85,260,AA2060-T8,23.1,2.72,69,160,402,0.33,538,12,0.1116,0,936,5,N,gallardy_16_mr0930
CAL50FSP,frag,12.6,13.4,7.85,260,AA2060-T8,30.2,2.72,69,160,402,0.33,538,12,0.1116,0,1259,2,N,gallardy_16_mr0930
20MMFSP,frag,19.9,53.78,7.85,260,AA2060-T8,22.9,2.72,69,160,402,0.33,538,12,0.1116,0,384,5,N,gallardy_16_mr0930
20MMFSP,frag,19.9,53.78,7.85,260,AA2060-T8,23.1,2.72,69,160,402,0.33,538,12,0.1116,0,406,7,N,gallardy_16_mr0930
20MMFSP,frag,19.9,53.78,7.85,260,AA2060-T8,30.2,2.72,69,160,402,0.33,538,12,0.1116,0,613,7,N,gallardy_16_mr0930
20MMFSP,frag,19.9,53.78,7.85,260,AA2060-T8,37,2.72,69,160,402,0.33,538,12,0.1116,0,848,8,N,gallardy_16_mr0930
20MMFSP,frag,19.9,53.78,7.85,260,AA2060-T8,49.8,2.72,69,160,402,0.33,538,12,0.1116,0,1203,8,N,gallardy_16_mr0930
20MMFSP,frag,19.9,53.78,7.85,260,AA2060-T8,49.9,2.72,69,160,402,0.33,538,12,0.1116,0,1237,8,N,gallardy_16_mr0930
20MMFSP,frag,19.9,53.78,7.85,260,AA2060-T8,54.8,2.72,69,160,402,0.33,538,12,0.1116,0,1356,9,N,gallardy_16_mr0930
CAL30APM2,AP,6.2484,5.3,7.85,570,AA2060-T8,16.1,2.72,69,160,402,0.33,538,12,0.1116,30,590,6,N,gallardy_16_mr0930
CAL30APM2,AP,6.2484,5.3,7.85,570,AA2060-T8,17.4,2.72,69,160,402,0.33,538,12,0.1116,30,607,7,N,gallardy_16_mr0930
CAL30APM2,AP,6.2484,5.3,7.85,570,AA2060-T8,20.9,2.72,69,160,402,0.33,538,12,0.1116,0,636,3,N,gallardy_16_mr0930
CAL30APM2,AP,6.2484,5.3,7.85,570,AA2060-T8,22.9,2.72,69,160,402,0.33,538,12,0.1116,0,662,10,N,gallardy_16_mr0930
CAL30APM2,AP,6.2484,5.3,7.85,570,AA2060-T8,23.1,2.72,69,160,402,0.33,538,12,0.1116,0,671,7,N,gallardy_16_mr0930
CAL30APM2,AP,6.2484,5.3,7.85,570,AA2060-T8,30.2,2.72,69,160,402,0.33,538,12,0.1116,0,782,5,N,gallardy_16_mr0930
CAL30APM2,AP,6.2484,5.3,7.85,570,AA2060-T8,37,2.72,69,160,402,0.33,538,12,0.1116,0,887,8,N,gallardy_16_mr0930
CAL50APM2,AP,10.8839,25.9,7.85,630,AA2060-T8,37,2.72,69,160,402,0.33,538,12,0.1116,0,643,5,N,gallardy_16_mr0930
CAL50APM2,AP,10.8839,25.9,7.85,630,AA2060-T8,49.8,2.72,69,160,402,0.33,538,12,0.1116,0,764,8,N,gallardy_16_mr0930
CAL50APM2,AP,10.8839,25.9,7.85,630,AA2060-T8,49.9,2.72,69,160,402,0.33,538,12,0.1116,0,766,5,N,gallardy_16_mr0930
CAL50APM2,AP,10.8839,25.9,7.85,630,AA2060-T8,54.8,2.72,69,160,402,0.33,538,12,0.1116,0,820,7,N,gallardy_16_mr0930
CAL50APM2,AP,10.8839,25.9,7.85,630,AA2060-T8,62.2,2.72,69,160,402,0.33,538,12,0.1116,0,874,6,N,gallardy_16_mr0930
CAL50APM2,AP,10.8839,25.9,7.85,630,AA2060-T8,63,2.72,69,160,402,0.33,538,12,0.1116,0,872,6,N,gallardy_16_mr0930
CAL50FSP,frag,12.6,13.4,7.85,260,AA6055-T651,19.1,2.72,67.6,126,344,0.33,358.5,6,0.0563,0,575,4,Y,gallardy_15_mr0904
CAL50FSP,frag,12.6,13.4,7.85,260,AA6055-T651,19.1,2.72,67.6,126,344,0.33,358.5,6,0.0563,0,588,6,Y,gallardy_15_mr0904
CAL50FSP,frag,12.6,13.4,7.85,260,AA6055-T651,25.2,2.72,67.6,116,344,0.33,358.5,6,0.0563,0,926,9,Y,gallardy_15_mr0904
CAL50FSP,frag,12.6,13.4,7.85,260,AA6055-T651,25.7,2.72,67.6,118,344,0.33,358.5,6,0.0563,0,949,8,Y,gallardy_15_mr0904
CAL50FSP,frag,12.6,13.4,7.85,260,AA6055-T651,25.3,2.72,67.6,124,344,0.33,358.5,6,0.0563,0,918,9,Y,gallardy_15_mr0904
20MMFSP,frag,19.9,53.78,7.85,260,AA6055-T651,25.2,2.72,67.6,116,344,0.33,358.5,6,0.0563,0,442,8,Y,gallardy_15_mr0904
20MMFSP,frag,19.9,53.78,7.85,260,AA6055-T651,25.5,2.72,67.6,114,344,0.33,358.5,6,0.0563,0,418,5,Y,gallardy_15_mr0904
20MMFSP,frag,19.9,53.78,7.85,260,AA6055-T651,25.4,2.72,67.6,121,344,0.33,358.5,6,0.0563,0,422,5,Y,gallardy_15_mr0904
20MMFSP,frag,19.9,53.78,7.85,260,AA6055-T651,37.9,2.72,67.6,112,344,0.33,358.5,6,0.0563,0,811,8,Y,gallardy_15_mr0904
20MMFSP,frag,19.9,53.78,7.85,260,AA6055-T651,38,2.72,67.6,121,344,0.33,358.5,6,0.0563,0,817,4,Y,gallardy_15_mr0904
20MMFSP,frag,19.9,53.78,7.85,260,AA6055-T651,37.9,2.72,67.6,112,344,0.33,358.5,6,0.0563,0,782,7,Y,gallardy_15_mr0904
20MMFSP,frag,19.9,53.78,7.85,260,AA6055-T651,38.1,2.72,67.6,112,344,0.33,358.5,6,0.0563,0,741,8,Y,gallardy_15_mr0904
20MMFSP,frag,19.9,53.78,7.85,260,AA6055-T651,50.7,2.72,67.6,101,344,0.33,358.5,6,0.0563,0,1215,9,Y,gallardy_15_mr0904
20MMFSP,frag,19.9,53.78,7.85,260,AA6055-T651,50.4,2.72,67.6,107,344,0.33,358.5,6,0.0563,0,1199,9,Y,gallardy_15_mr0904
20MMFSP,frag,19.9,53.78,7.85,260,AA6055-T651,50.8,2.72,67.6,107,344,0.33,358.5,6,0.0563,0,1202,7,Y,gallardy_15_mr0904
20MMFSP,frag,19.9,53.78,7.85,260,AA6055-T651,50.9,2.72,67.6,107,344,0.33,358.5,6,0.0563,0,1169,5,Y,gallardy_15_mr0904
145MMBS41,AP,10.922,37.9,14.85,730,AA6055-T651,74.1,2.72,67.6,124,344,0.33,358.5,6,0.0563,0,839,10,Y,gallardy_15_mr0904
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,12.9,2.72,67.6,134,344,0.33,358.5,6,0.0563,30,482,8,Y,gallardy_15_mr0904
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,12.9,2.72,67.6,134,344,0.33,358.5,6,0.0563,30,479,10,Y,gallardy_15_mr0904
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,13,2.72,67.6,137,344,0.33,358.5,6,0.0563,30,479,7,Y,gallardy_15_mr0904
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,13,2.72,67.6,137,344,0.33,358.5,6,0.0563,30,474,9,Y,gallardy_15_mr0904
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,19,2.72,67.6,128,344,0.33,358.5,6,0.0563,30,610,10,Y,gallardy_15_mr0904
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,19.1,2.72,67.6,126,344,0.33,358.5,6,0.0563,30,609,10,Y,gallardy_15_mr0904
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,19.1,2.72,67.6,126,344,0.33,358.5,6,0.0563,30,614,8,Y,gallardy_15_mr0904
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,19,2.72,67.6,128,344,0.33,358.5,6,0.0563,0,539,11,Y,gallardy_15_mr0904
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,19.1,2.72,67.6,126,344,0.33,358.5,6,0.0563,0,537,6,Y,gallardy_15_mr0904
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,19.1,2.72,67.6,126,344,0.33,358.5,6,0.0563,0,531,6,Y,gallardy_15_mr0904
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,25.2,2.72,67.6,118,344,0.33,358.5,6,0.0563,0,618,10,Y,gallardy_15_mr0904
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,25.2,2.72,67.6,118,344,0.33,358.5,6,0.0563,0,620,6,Y,gallardy_15_mr0904
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,25.7,2.72,67.6,124,344,0.33,358.5,6,0.0563,0,634,9,Y,gallardy_15_mr0904
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,25.4,2.72,67.6,124,344,0.33,358.5,6,0.0563,0,630,8,Y,gallardy_15_mr0904
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,38,2.72,67.6,112,344,0.33,358.5,6,0.0563,0,798,5,Y,gallardy_15_mr0904
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,38,2.72,67.6,112,344,0.33,358.5,6,0.0563,0,800,9,Y,gallardy_15_mr0904
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,38,2.72,67.6,121,344,0.33,358.5,6,0.0563,0,788,8,Y,gallardy_15_mr0904
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,38,2.72,67.6,118,344,0.33,358.5,6,0.0563,0,803,9,Y,gallardy_15_mr0904
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,38.1,2.72,67.6,121,344,0.33,358.5,6,0.0563,0,809,8,Y,gallardy_15_mr0904
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,38,2.72,67.6,109,344,0.33,358.5,6,0.0563,0,808,8,Y,gallardy_15_mr0904
CAL50APM2,AP,10.8839,25.9,7.85,630,AA6055-T651,37.9,2.72,67.6,112,344,0.33,358.5,6,0.0563,0,585,7,Y,gallardy_15_mr0904
CAL50APM2,AP,10.8839,25.9,7.85,630,AA6055-T651,37.9,2.72,67.6,112,344,0.33,358.5,6,0.0563,0,584,7,Y,gallardy_15_mr0904
CAL50APM2,AP,10.8839,25.9,7.85,630,AA6055-T651,38,2.72,67.6,121,344,0.33,358.5,6,0.0563,0,584,9,Y,gallardy_15_mr0904
CAL50APM2,AP,10.8839,25.9,7.85,630,AA6055-T651,38.1,2.72,67.6,107,344,0.33,358.5,6,0.0563,0,600,9,Y,gallardy_15_mr0904
CAL50APM2,AP,10.8839,25.9,7.85,630,AA6055-T651,38,2.72,67.6,109,344,0.33,358.5,6,0.0563,0,603,11,Y,gallardy_15_mr0904
CAL50APM2,AP,10.8839,25.9,7.85,630,AA6055-T651,50.2,2.72,67.6,101,344,0.33,358.5,6,0.0563,0,687,5,Y,gallardy_15_mr0904
CAL50APM2,AP,10.8839,25.9,7.85,630,AA6055-T651,45.5,2.72,67.6,112,344,0.33,358.5,6,0.0563,0,686,9,Y,gallardy_15_mr0904
CAL50APM2,AP,10.8839,25.9,7.85,630,AA6055-T651,50.8,2.72,67.6,107,344,0.33,358.5,6,0.0563,0,704,5,Y,gallardy_15_mr0904
CAL50APM2,AP,10.8839,25.9,7.85,630,AA6055-T651,50.9,2.72,67.6,107,344,0.33,358.5,6,0.0563,0,697,6,Y,gallardy_15_mr0904
CAL50APM2,AP,10.8839,25.9,7.85,630,AA6055-T651,50.3,2.72,67.6,116,344,0.33,358.5,6,0.0563,0,694,6,Y,gallardy_15_mr0904
CAL50APM2,AP,10.8839,25.9,7.85,630,AA6055-T651,63.5,2.72,67.6,112,344,0.33,358.5,6,0.0563,0,797,7,Y,gallardy_15_mr0904
CAL50APM2,AP,10.8839,25.9,7.85,630,AA6055-T651,63.2,2.72,67.6,112,344,0.33,358.5,6,0.0563,0,814,8,Y,gallardy_15_mr0904
CAL50APM2,AP,10.8839,25.9,7.85,630,AA6055-T651,74.1,2.72,67.6,124,344,0.33,358.5,6,0.0563,0,906,8,Y,gallardy_15_mr0904
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,19.1,2.72,67.6,117,344,0.33,358.5,6,0.0563,30,592,4,N,gallardy_15_mr0904
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,19,2.72,67.6,117,344,0.33,358.5,6,0.0563,30,576,7,N,gallardy_15_mr0904
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,19,2.72,67.6,117,344,0.33,358.5,6,0.0563,0,543,9,N,gallardy_15_mr0904
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,19.1,2.72,67.6,117,344,0.33,358.5,6,0.0563,0,532,12,N,gallardy_15_mr0904
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,25.6,2.72,67.6,117,344,0.33,358.5,6,0.0563,0,616,8,N,gallardy_15_mr0904
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,25.6,2.72,67.6,117,344,0.33,358.5,6,0.0563,0,603,10,N,gallardy_15_mr0904
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,25.4,2.72,67.6,117,344,0.33,358.5,6,0.0563,0,637,3,N,gallardy_15_mr0904
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,25.5,2.72,67.6,117,344,0.33,358.5,6,0.0563,0,628,5,N,gallardy_15_mr0904
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,25.7,2.72,67.6,117,344,0.33,358.5,6,0.0563,0,622,10,N,gallardy_15_mr0904
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,31.5,2.72,67.6,117,344,0.33,358.5,6,0.0563,0,694,8,N,gallardy_15_mr0904
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,31.8,2.72,67.6,117,344,0.33,358.5,6,0.0563,0,717,7,N,gallardy_15_mr0904
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,37.7,2.72,67.6,117,344,0.33,358.5,6,0.0563,0,785,6,N,gallardy_15_mr0904
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,37.8,2.72,67.6,117,344,0.33,358.5,6,0.0563,0,802,5,N,gallardy_15_mr0904
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,37.8,2.72,67.6,117,344,0.33,358.5,6,0.0563,0,796,10,N,gallardy_15_mr0904
CAL50APM2,AP,10.8839,25.9,7.85,630,AA6055-T651,19,2.72,67.6,117,344,0.33,358.5,6,0.0563,0,420,8,N,gallardy_15_mr0904
CAL50APM2,AP,10.8839,25.9,7.85,630,AA6055-T651,19.1,2.72,67.6,117,344,0.33,358.5,6,0.0563,0,418,8,N,gallardy_15_mr0904
CAL50APM2,AP,10.8839,25.9,7.85,630,AA6055-T651,49.8,2.72,67.6,117,344,0.33,358.5,6,0.0563,0,681,8,N,gallardy_15_mr0904
CAL50APM2,AP,10.8839,25.9,7.85,630,AA6055-T651,50.9,2.72,67.6,117,344,0.33,358.5,6,0.0563,0,697,7,N,gallardy_15_mr0904
CAL50APM2,AP,10.8839,25.9,7.85,630,AA6055-T651,51.1,2.72,67.6,117,344,0.33,358.5,6,0.0563,0,699,8,N,gallardy_15_mr0904
CAL50APM2,AP,10.8839,25.9,7.85,630,AA6055-T651,56.9,2.72,67.6,117,344,0.33,358.5,6,0.0563,0,738,8,N,gallardy_15_mr0904
CAL50APM2,AP,10.8839,25.9,7.85,630,AA6055-T651,63.3,2.72,67.6,117,344,0.33,358.5,6,0.0563,0,785,8,N,gallardy_15_mr0904
CAL50APM2,AP,10.8839,25.9,7.85,630,AA6055-T651,63.4,2.72,67.6,117,344,0.33,358.5,6,0.0563,0,798,5,N,gallardy_15_mr0904
CAL50APM2,AP,10.8839,25.9,7.85,630,AA6055-T651,76.3,2.72,67.6,117,344,0.33,358.5,6,0.0563,0,902,4,N,gallardy_15_mr0904
CAL50FSP,frag,12.6,13.4,7.85,260,AA6055-T651,22.2,2.72,67.6,117,344,0.33,358.5,6,0.0563,0,765,7,N,gallardy_15_mr0904
CAL50FSP,frag,12.6,13.4,7.85,260,AA6055-T651,19.2,2.72,67.6,117,344,0.33,358.5,6,0.0563,0,563,8,N,gallardy_15_mr0904
CAL50FSP,frag,12.6,13.4,7.85,260,AA6055-T651,19.2,2.72,67.6,117,344,0.33,358.5,6,0.0563,0,573,6,N,gallardy_15_mr0904
CAL50FSP,frag,12.6,13.4,7.85,260,AA6055-T651,25.6,2.72,67.6,117,344,0.33,358.5,6,0.0563,0,941,8,N,gallardy_15_mr0904
CAL50FSP,frag,12.6,13.4,7.85,260,AA6055-T651,25,2.72,67.6,117,344,0.33,358.5,6,0.0563,0,911,9,N,gallardy_15_mr0904
CAL50FSP,frag,12.6,13.4,7.85,260,AA6055-T651,25.4,2.72,67.6,117,344,0.33,358.5,6,0.0563,0,917,4,N,gallardy_15_mr0904
CAL50FSP,frag,12.6,13.4,7.85,260,AA6055-T651,25.4,2.72,67.6,117,344,0.33,358.5,6,0.0563,0,922,5,N,gallardy_15_mr0904
CAL50FSP,frag,12.6,13.4,7.85,260,AA6055-T651,25.5,2.72,67.6,117,344,0.33,358.5,6,0.0563,0,934,10,N,gallardy_15_mr0904
CAL50FSP,frag,12.6,13.4,7.85,260,AA6055-T651,25.2,2.72,67.6,117,344,0.33,358.5,6,0.0563,0,904,6,N,gallardy_15_mr0904
20MMFSP,frag,19.9,53.78,7.85,260,AA6055-T651,25.6,2.72,67.6,117,344,0.33,358.5,6,0.0563,0,436,8,N,gallardy_15_mr0904
20MMFSP,frag,19.9,53.78,7.85,260,AA6055-T651,25.6,2.72,67.6,117,344,0.33,358.5,6,0.0563,0,439,9,N,gallardy_15_mr0904
20MMFSP,frag,19.9,53.78,7.85,260,AA6055-T651,25.4,2.72,67.6,117,344,0.33,358.5,6,0.0563,0,426,6,N,gallardy_15_mr0904
20MMFSP,frag,19.9,53.78,7.85,260,AA6055-T651,25.8,2.72,67.6,117,344,0.33,358.5,6,0.0563,0,431,7,N,gallardy_15_mr0904
20MMFSP,frag,19.9,53.78,7.85,260,AA6055-T651,25.5,2.72,67.6,117,344,0.33,358.5,6,0.0563,0,414,6,N,gallardy_15_mr0904
20MMFSP,frag,19.9,53.78,7.85,260,AA6055-T651,25.7,2.72,67.6,117,344,0.33,358.5,6,0.0563,0,407,7,N,gallardy_15_mr0904
20MMFSP,frag,19.9,53.78,7.85,260,AA6055-T651,31.5,2.72,67.6,117,344,0.33,358.5,6,0.0563,0,578,8,N,gallardy_15_mr0904
20MMFSP,frag,19.9,53.78,7.85,260,AA6055-T651,31.8,2.72,67.6,117,344,0.33,358.5,6,0.0563,0,574,7,N,gallardy_15_mr0904
20MMFSP,frag,19.9,53.78,7.85,260,AA6055-T651,37.7,2.72,67.6,117,344,0.33,358.5,6,0.0563,0,799,7,N,gallardy_15_mr0904
20MMFSP,frag,19.9,53.78,7.85,260,AA6055-T651,37.8,2.72,67.6,117,344,0.33,358.5,6,0.0563,0,787,10,N,gallardy_15_mr0904
20MMFSP,frag,19.9,53.78,7.85,260,AA6055-T651,37.8,2.72,67.6,117,344,0.33,358.5,6,0.0563,0,758,9,N,gallardy_15_mr0904
20MMFSP,frag,19.9,53.78,7.85,260,AA6055-T651,50.5,2.72,67.6,117,344,0.33,358.5,6,0.0563,0,1175,5,N,gallardy_15_mr0904
CAL30APM2,AP,6.2484,5.3,7.85,570,AA5059-H131,12.8,2.66,70.9,118,254,0.33,365,8,0.1359,30,435,9,N,showalter_08_tr4427
CAL30APM2,AP,6.2484,5.3,7.85,570,AA5059-H131,13.3,2.66,70.9,121,254,0.33,365,8,0.1359,30,451,3,N,showalter_08_tr4427
CAL30APM2,AP,6.2484,5.3,7.85,570,AA5059-H131,13.4,2.66,70.9,116,254,0.33,365,8,0.1359,30,450,6,N,showalter_08_tr4427
CAL30APM2,AP,6.2484,5.3,7.85,570,AA5059-H131,14.9,2.66,70.9,121,254,0.33,365,8,0.1359,30,490,5,N,showalter_08_tr4427
CAL30APM2,AP,6.2484,5.3,7.85,570,AA5059-H131,18.8,2.66,70.9,121,254,0.33,365,8,0.1359,30,559,7,N,showalter_08_tr4427
CAL30APM2,AP,6.2484,5.3,7.85,570,AA5059-H131,19.8,2.66,70.9,118,254,0.33,365,8,0.1359,30,586,6,N,showalter_08_tr4427
CAL30APM2,AP,6.2484,5.3,7.85,570,AA5059-H131,19.9,2.66,70.9,124,254,0.33,365,8,0.1359,30,584,7,N,showalter_08_tr4427
CAL30APM2,AP,6.2484,5.3,7.85,570,AA5059-H136,12.4,2.66,70.9,107,269,0.33,351,8,0.112,30,421,7,N,showalter_08_tr4427
CAL30APM2,AP,6.2484,5.3,7.85,570,AA5059-H136,19.1,2.66,70.9,112,269,0.33,351,8,0.112,30,555,3,N,showalter_08_tr4427
CAL50FSP,frag,12.6,13.4,7.85,260,AA5059-H131,18.8,2.66,70.9,121,254,0.33,365,8,0.1359,0,558,10,N,showalter_08_tr4427
CAL50FSP,frag,12.6,13.4,7.85,260,AA5059-H131,19.8,2.66,70.9,118,254,0.33,365,8,0.1359,0,631,10,N,showalter_08_tr4427
CAL50FSP,frag,12.6,13.4,7.85,260,AA5059-H131,19.9,2.66,70.9,124,254,0.33,365,8,0.1359,0,607,2,N,showalter_08_tr4427
CAL50FSP,frag,12.6,13.4,7.85,260,AA5059-H131,20.1,2.66,70.9,121,254,0.33,365,8,0.1359,0,607,5,N,showalter_08_tr4427
CAL50FSP,frag,12.6,13.4,7.85,260,AA5059-H131,20.4,2.66,70.9,126,254,0.33,365,8,0.1359,0,648,7,N,showalter_08_tr4427
CAL50FSP,frag,12.6,13.4,7.85,260,AA5059-H131,21.5,2.66,70.9,121,254,0.33,365,8,0.1359,0,691,5,N,showalter_08_tr4427
CAL50FSP,frag,12.6,13.4,7.85,260,AA5059-H131,23.6,2.66,70.9,121,254,0.33,365,8,0.1359,0,772,9,N,showalter_08_tr4427
CAL50FSP,frag,12.6,13.4,7.85,260,AA5059-H131,25.1,2.66,70.9,121,254,0.33,365,8,0.1359,0,856,5,N,showalter_08_tr4427
