projectile,proj_type,calibre,proj_mass,proj_density,proj_hardness,Material,thickness,density,modulus,hardness,yield,PR,UTS,elongation,Ludwik-n,angle,v50,sigma_mps,ind_data,source
CAL50FSP,frag,12.6,13.4,7.85,260,AA5059-H131,25.4,2.66,70.9,126,254,0.33,365,8,0.1359,0,908,7,N,showalter_08_tr4427
CAL50FSP,frag,12.6,13.4,7.85,260,AA5059-H131,26.3,2.66,70.9,126,254,0.33,365,8,0.1359,0,976,9,N,showalter_08_tr4427
CAL50FSP,frag,12.6,13.4,7.85,260,AA5059-H136,19.1,2.66,70.9,112,269,0.33,351,8,0.112,0,559,7,N,showalter_08_tr4427
CAL50FSP,frag,12.6,13.4,7.85,260,AA5059-H136,25.6,2.66,70.9,109,269,0.33,351,8,0.112,0,868,9,N,showalter_08_tr4427
20MMFSP,frag,19.9,53.78,7.85,260,AA5059-H131,25.1,2.66,70.9,118,254,0.33,365,8,0.1359,0,419,6,N,showalter_08_tr4427
20MMFSP,frag,19.9,53.78,7.85,260,AA5059-H131,25.1,2.66,70.9,121,254,0.33,365,8,0.1359,0,426,9,N,showalter_08_tr4427
20MMFSP,frag,19.9,53.78,7.85,260,AA5059-H131,25.5,2.66,70.9,116,254,0.33,365,8,0.1359,0,456,9,N,showalter_08_tr4427
20MMFSP,frag,19.9,53.78,7.85,260,AA5059-H131,25.4,2.66,70.9,126,254,0.33,365,8,0.1359,0,448,9,N,showalter_08_tr4427
20MMFSP,frag,19.9,53.78,7.85,260,AA5059-H131,26.3,2.66,70.9,126,254,0.33,365,8,0.1359,0,471,7,N,showalter_08_tr4427
20MMFSP,frag,19.9,53.78,7.85,260,AA5059-H131,30.4,2.66,70.9,116,254,0.33,365,8,0.1359,0,579,7,N,showalter_08_tr4427
20MMFSP,frag,19.9,53.78,7.85,260,AA5059-H131,34.6,2.66,70.9,114,254,0.33,365,8,0.1359,0,680,6,N,showalter_08_tr4427
20MMFSP,frag,19.9,53.78,7.85,260,AA5059-H131,37.9,2.66,70.9,116,254,0.33,365,8,0.1359,0,801,8,N,showalter_08_tr4427
20MMFSP,frag,19.9,53.78,7.85,260,AA5059-H131,38.9,2.66,70.9,121,254,0.33,365,8,0.1359,0,849,6,N,showalter_08_tr4427
20MMFSP,frag,19.9,53.78,7.85,260,AA5059-H131,47.8,2.66,70.9,107,254,0.33,365,8,0.1359,0,1212,4,N,showalter_08_tr4427
20MMFSP,frag,19.9,53.78,7.85,260,AA5059-H136,25.6,2.66,70.9,109,269,0.33,351,8,0.112,0,433,5,N,showalter_08_tr4427
20MMFSP,frag,19.9,53.78,7.85,260,AA5059-H136,38.7,2.66,70.9,107,269,0.33,351,8,0.112,0,779,9,N,showalter_08_tr4427
20MMFSP,frag,19.9,53.78,7.85,260,AA5059-H136,50.9,2.66,70.9,105,269,0.33,351,8,0.112,0,1242,7,N,showalter_08_tr4427
CAL30APM2,AP,6.2484,5.3,7.85,570,AA5059-H131,25.1,2.66,70.9,118,254,0.33,365,8,0.1359,0,588,6,N,showalter_08_tr4427
CAL30APM2,AP,6.2484,5.3,7.85,570,AA5059-H131,25.4,2.66,70.9,126,254,0.33,365,8,0.1359,0,590,10,N,showalter_08_tr4427
CAL30APM2,AP,6.2484,5.3,7.85,570,AA5059-H131,26.3,2.66,70.9,126,254,0.33,365,8,0.1359,0,610,4,N,showalter_08_tr4427
CAL30APM2,AP,6.2484,5.3,7.85,570,AA5059-H131,30.4,2.66,70.9,116,254,0.33,365,8,0.1359,0,661,8,N,showalter_08_tr4427
CAL30APM2,AP,6.2484,5.3,7.85,570,AA5059-H131,34.6,2.66,70.9,114,254,0.33,365,8,0.1359,0,704,8,N,showalter_08_tr4427
CAL30APM2,AP,6.2484,5.3,7.85,570,AA5059-H131,37.9,2.66,70.9,116,254,0.33,365,8,0.1359,0,763,9,N,showalter_08_tr4427
CAL30APM2,AP,6.2484,5.3,7.85,570,AA5059-H131,38.9,2.66,70.9,121,254,0.33,365,8,0.1359,0,773,5,N,showalter_08_tr4427
CAL30APM2,AP,6.2484,5.3,7.85,570,AA5059-H131,47.8,2.66,70.9,107,254,0.33,365,8,0.1359,0,859,6,N,showalter_08_tr4427
CAL30APM2,AP,6.2484,5.3,7.85,570,AA5059-H131,51.2,2.66,70.9,126,254,0.33,365,8,0.1359,0,906,9,N,showalter_08_tr4427
CAL30APM2,AP,6.2484,5.3,7.85,570,AA5059-H131,51.4,2.66,70.9,121,254,0.33,365,8,0.1359,0,912,6,N,showalter_08_tr4427
CAL30APM2,AP,6.2484,5.3,7.85,570,AA5059-H136,25.6,2.66,70.9,109,269,0.33,351,8,0.112,0,583,6,N,showalter_08_tr4427
CAL30APM2,AP,6.2484,5.3,7.85,570,AA5059-H136,38.7,2.66,70.9,107,269,0.33,351,8,0.112,0,738,8,N,showalter_08_tr4427
CAL30APM2,AP,6.2484,5.3,7.85,570,AA5059-H136,51,2.66,70.9,105,269,0.33,351,8,0.112,0,873,8,N,showalter_08_tr4427
CAL50APM2,AP,10.8839,25.9,7.85,630,AA5059-H131,47.8,2.66,70.9,107,254,0.33,365,8,0.1359,0,661,11,N,showalter_08_tr4427
CAL50APM2,AP,10.8839,25.9,7.85,630,AA5059-H131,51.2,2.66,70.9,126,254,0.33,365,8,0.1359,0,680,5,N,showalter_08_tr4427
CAL50APM2,AP,10.8839,25.9,7.85,630,AA5059-H131,51.4,2.66,70.9,121,254,0.33,365,8,0.1359,0,670,6,N,showalter_08_tr4427
CAL50APM2,AP,10.8839,25.9,7.85,630,AA5059-H131,61.6,2.66,70.9,121,254,0.33,365,8,0.1359,0,756,8,N,showalter_08_tr4427
CAL50APM2,AP,10.8839,25.9,7.85,630,AA5059-H131,64.2,2.66,70.9,114,254,0.33,365,8,0.1359,0,753,11,N,showalter_08_tr4427
CAL50APM2,AP,10.8839,25.9,7.85,630,AA5059-H131,64.5,2.66,70.9,114,254,0.33,365,8,0.1359,0,769,6,N,showalter_08_tr4427
CAL50APM2,AP,10.8839,25.9,7.85,630,AA5059-H131,76.4,2.66,70.9,99,254,0.33,365,8,0.1359,0,834,7,N,showalter_08_tr4427
CAL50APM2,AP,10.8839,25.9,7.85,630,AA5059-H131,76.6,2.66,70.9,105,254,0.33,365,8,0.1359,0,820,9,N,showalter_08_tr4427
CAL50APM2,AP,10.8839,25.9,7.85,630,AA5059-H136,51,2.66,70.9,105,269,0.33,351,8,0.112,0,647,3,N,showalter_08_tr4427
CAL50APM2,AP,10.8839,25.9,7.85,630,AA5059-H136,64.3,2.66,70.9,103,269,0.33,351,8,0.112,0,742,7,N,showalter_08_tr4427
CAL50APM2,AP,10.8839,25.9,7.85,630,AA5059-H136,77.1,2.66,70.9,109,269,0.33,351,8,0.112,0,830,3,N,showalter_08_tr4427
CAL30APM2,AP,6.2484,5.3,7.85,570,ARMOX370 Class 1,12.7,7.85,205.92,389,1100,0.3,1250,13.124,0.0447,0,765,5,N,gooch_05_isb
CAL30APM2,AP,6.2484,5.3,7.85,570,ARMOX370 Class 1,12.8,7.85,205.92,393,1100,0.3,1250,13.124,0.0447,0,775,5,N,gooch_05_isb
CAL30APM2,AP,6.2484,5.3,7.85,570,ARMOX500,12.7,7.85,207,529,1470,0.3,1600,11.003,0.069,0,925,11,N,gooch_05_isb
CAL50APM2,AP,10.8839,25.9,7.85,630,ARMOX370 Class 1,16.2,7.85,205.92,416,1100,0.3,1250,13.124,0.0447,0,644,17,N,gooch_05_isb
CAL50APM2,AP,10.8839,25.9,7.85,630,ARMOX370 Class 1,18.4,7.85,205.92,405,1100,0.3,1250,13.124,0.0447,0,689,21,N,gooch_05_isb
CAL50APM2,AP,10.8839,25.9,7.85,630,ARMOX370 Class 1,20.5,7.85,205.92,380,1100,0.3,1250,13.124,0.0447,0,758,21,N,gooch_05_isb
CAL50APM2,AP,10.8839,25.9,7.85,630,ARMOX370 Class 1,20.6,7.85,205.92,380,1100,0.3,1250,13.124,0.0447,0,763,6,N,gooch_05_isb
CAL50APM2,AP,10.8839,25.9,7.85,630,ARMOX370 Class 1,21.1,7.85,205.92,357,1100,0.3,1250,13.124,0.0447,0,743,4,N,gooch_05_isb
CAL50APM2,AP,10.8839,25.9,7.85,630,ARMOX370 Class 1,25.9,7.85,205.92,346,1100,0.3,1250,13.124,0.0447,0,833,5,N,gooch_05_isb
CAL50APM2,AP,10.8839,25.9,7.85,630,ARMOX500,20.6,7.85,207,514,1470,0.3,1600,11.003,0.069,0,762,71,N,gooch_05_isb
145MMBS41,AP,10.922,37.9,14.85,730,ARMOX370 Class 1,30.9,7.85,205.92,364,1100,0.3,1250,13.124,0.0447,0,849,4,N,gooch_05_isb
145MMBS41,AP,10.922,37.9,14.85,730,ARMOX370 Class 1,30.9,7.85,205.92,351,1100,0.3,1250,13.124,0.0447,0,841,4,N,gooch_05_isb
145MMBS41,AP,10.922,37.9,14.85,730,ARMOX500,30.9,7.85,207,495,1470,0.3,1600,11.003,0.069,0,957,7,N,gooch_05_isb
30MMAPDS,AP,16.99,212,18,212,ARMOX370 Class 1,41.2,7.85,205.92,350,1100,0.3,1250,13.124,0.0447,0,852,5,N,gooch_05_isb
30MMAPDS,AP,16.99,212,18,212,ARMOX370 Class 1,66.6,7.85,205.92,341,1100,0.3,1250,13.124,0.0447,0,1206,7,N,gooch_05_isb
30MMAPDS,AP,16.99,212,18,212,ARMOX370 Class 1,50.7,7.85,205.92,322,1100,0.3,1250,13.124,0.0447,0,969,5,N,gooch_05_isb
30MMAPDS,AP,16.99,212,18,212,ARMOX370 Class 1,60.4,7.85,205.92,336,1100,0.3,1250,13.124,0.0447,0,1123,5,N,gooch_05_isb
30MMAPDS,AP,16.99,212,18,212,ARMOX370 Class 1,78.4,7.85,205.92,322,1100,0.3,1250,13.124,0.0447,0,1361,6,N,gooch_05_isb
30MMAPDS,AP,16.99,212,18,212,ARMOX370 Class 1,41.2,7.85,205.92,411,1100,0.3,1250,13.124,0.0447,0,811,5,N,gooch_05_isb
30MMAPDS,AP,16.99,212,18,212,ARMOX370 Class 1,66.7,7.85,205.92,416,1100,0.3,1250,13.124,0.0447,0,1259,7,N,gooch_05_isb
30MMAPDS,AP,16.99,212,18,212,ARMOX500,41.2,7.85,207,501,1470,0.3,1600,11.003,0.069,0,737,5,N,gooch_05_isb
30MMAPDS,AP,16.99,212,18,212,ARMOX500,50.6,7.85,207,505,1470,0.3,1600,11.003,0.069,0,849,17,N,gooch_05_isb
30MMAPDS,AP,16.99,212,18,212,ARMOX500,66.8,7.85,207,523,1470,0.3,1600,11.003,0.069,0,1238,7,N,gooch_05_isb
30MMAPDS,AP,16.99,212,18,212,ARMOX500,69.5,7.85,207,523,1470,0.3,1600,11.003,0.069,0,1268,35,N,gooch_05_isb
30MMAPDS,AP,16.99,212,18,212,ARMOX500,79.7,7.85,207,502,1470,0.3,1600,11.003,0.069,0,1451,13,N,gooch_05_isb
CAL30APM2,AP,6.2484,5.3,7.85,570,ARMOX560,10.9,7.85,207,558,1659.332,0.3,1859,9.993,0.084,0,756,11,N,gooch_05_isb
CAL30APM2,AP,6.2484,5.3,7.85,570,ARMOX600,10.1,7.85,207,597,1867.3535,0.3,2067,9.4,0.097,0,803,40,N,gooch_05_isb
CAL50APM2,AP,10.8839,25.9,7.85,630,ARMOX600,15.2,7.85,207,603,1867.3535,0.3,2067,9.4,0.097,0,709,26,N,gooch_05_isb
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6070-T7,20,2.71,70,110,290,0.33,350,12,0.086,0,529,,Y,holmen_13_ijie
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6070-T6,20,2.71,70,120,352,0.33,379,10,0.073,0,563,,Y,holmen_13_ijie
CAL30APM2,AP,6.2484,5.3,7.85,570,ARMOX ADVANCE,4.5,7.85,207,600,2094.41,0.3,2250,9,0.1137,30,667,14,Y,showalter_08_tr4632
CAL30APM2,AP,6.2484,5.3,7.85,570,ARMOX ADVANCE,5.4,7.85,207,600,2094.41,0.3,2250,9,0.1137,30,819,17,Y,showalter_08_tr4632
CAL30APM2,AP,6.2484,5.3,7.85,570,ARMOX ADVANCE,6.4,7.85,207,600,2094.41,0.3,2250,9,0.1137,30,860,13,Y,showalter_08_tr4632
CAL30APM2,AP,6.2484,5.3,7.85,570,ARMOX ADVANCE,7.3,7.85,207,600,2094.41,0.3,2250,9,0.1137,30,906,17,Y,showalter_08_tr4632
CAL30APM2,AP,6.2484,5.3,7.85,570,ARMOX ADVANCE,8.3,7.85,207,600,2094.41,0.3,2250,9,0.1137,30,892,12,Y,showalter_08_tr4632
CAL50APM2,AP,10.8839,25.9,7.85,630,ARMOX ADVANCE,8.3,7.85,207,578,2094.41,0.3,2250,9,0.1137,30,726,11,Y,showalter_08_tr4632
CAL50APM2,AP,10.8839,25.9,7.85,630,ARMOX ADVANCE,10.3,7.85,207,600,2094.41,0.3,2250,9,0.1137,30,788,14,Y,showalter_08_tr4632
CAL50APM2,AP,10.8839,25.9,7.85,630,ARMOX ADVANCE,12.2,7.85,207,600,2094.41,0.3,2250,9,0.1137,30,825,13,Y,showalter_08_tr4632
CAL30APM2,AP,6.2484,5.3,7.85,570,ARMOX600,4.5,7.85,207,627,1867.3535,0.3,2067,9.4,0.097,30,723,13,Y,showalter_08_tr4632
CAL30APM2,AP,6.2484,5.3,7.85,570,ARMOX600,5.5,7.85,207,627,1867.3535,0.3,2067,9.4,0.097,30,760,15,Y,showalter_08_tr4632
CAL30APM2,AP,6.2484,5.3,7.85,570,ARMOX600,6.3,7.85,207,627,1867.3535,0.3,2067,9.4,0.097,30,782,10,Y,showalter_08_tr4632
CAL30APM2,AP,6.2484,5.3,7.85,570,ARMOX600,7.4,7.85,207,627,1867.3535,0.3,2067,9.4,0.097,30,863,15,Y,showalter_08_tr4632
CAL30APM2,AP,6.2484,5.3,7.85,570,ARMOX600,8.4,7.85,207,600,1867.3535,0.3,2067,9.4,0.097,30,892,14,Y,showalter_08_tr4632
CAL50APM2,AP,10.8839,25.9,7.85,630,ARMOX600,8.4,7.85,207,600,1867.3535,0.3,2067,9.4,0.097,30,692,7,Y,showalter_08_tr4632
CAL50APM2,AP,10.8839,25.9,7.85,630,ARMOX600,10.4,7.85,207,600,1867.3535,0.3,2067,9.4,0.097,30,754,13,Y,showalter_08_tr4632
CAL50APM2,AP,10.8839,25.9,7.85,630,ARMOX600,12.3,7.85,207,578,1867.3535,0.3,2067,9.4,0.097,30,826,14,Y,showalter_08_tr4632
CAL30APM2,AP,6.2484,5.3,7.85,570,BIS RHA360,10.3 ,7.85,207,300 ,1040,0.3,1140,16,0.066,0 ,643 ,10.1 ,N,gooch_07_bisalloy
CAL30APM2,AP,6.2484,5.3,7.85,570,BIS RHA300,10.2 ,7.85,207,363 ,900,0.3,1020,16,0.07,0 ,664 ,11.9 ,N,gooch_07_bisalloy
CAL30APM2,AP,6.2484,5.3,7.85,570,BIS HTA,10.3 ,7.85,207,400 ,1100,0.3,1250,16,0.0943,0 ,699 ,12.8 ,N,gooch_07_bisalloy
CAL30APM2,AP,6.2484,5.3,7.85,570,BIS UHTA,10.1 ,7.85,207,450 ,1150,0.3,1450,14,0.1043,0 ,708 ,7.6 ,N,gooch_07_bisalloy
CAL30APM2,AP,6.2484,5.3,7.85,570,BIS HHA,10.4 ,7.85,207,512 ,1350,0.3,1640,14,0.131,0 ,702 ,12.1 ,N,gooch_07_bisalloy
CAL30APM2,AP,6.2484,5.3,7.85,570,BIS HTA,12.1 ,7.85,207,403 ,1100,0.3,1250,16,0.0943,0 ,763 ,6.4 ,N,gooch_07_bisalloy
CAL30APM2,AP,6.2484,5.3,7.85,570,BIS UHTA,12.0 ,7.85,207,444 ,1150,0.3,1450,14,0.1043,0 ,777 ,9.0 ,N,gooch_07_bisalloy
CAL30APM2,AP,6.2484,5.3,7.85,570,BIS HHA,11.9 ,7.85,207,530 ,1350,0.3,1640,14,0.131,0 ,826 ,7.0 ,N,gooch_07_bisalloy
CAL50APM2,AP,10.8839,25.9,7.85,630,BIS RHA360,10.3 ,7.85,207,300 ,1040,0.3,1140,16,0.066,0 ,490 ,12.8 ,N,gooch_07_bisalloy
CAL50APM2,AP,10.8839,25.9,7.85,630,BIS RHA300,10.2 ,7.85,207,363 ,900,0.3,1020,16,0.07,0 ,508 ,14.9 ,N,gooch_07_bisalloy
CAL50APM2,AP,10.8839,25.9,7.85,630,BIS HTA,10.3 ,7.85,207,400 ,1100,0.3,1250,16,0.0943,0 ,495 ,9.4 ,N,gooch_07_bisalloy
CAL50APM2,AP,10.8839,25.9,7.85,630,BIS HTA,12.0 ,7.85,207,403 ,1100,0.3,1250,16,0.0943,0 ,512 ,12.5 ,N,gooch_07_bisalloy
CAL50APM2,AP,10.8839,25.9,7.85,630,BIS UHTA,12.0 ,7.85,207,444 ,1150,0.3,1450,14,0.1043,0 ,463 ,12.8 ,N,gooch_07_bisalloy
CAL50APM2,AP,10.8839,25.9,7.85,630,BIS HHA,11.9 ,7.85,207,530 ,1350,0.3,1640,14,0.131,30 ,734 ,16.7 ,N,gooch_07_bisalloy
CAL50APM2,AP,10.8839,25.9,7.85,630,BIS HTA,19.9 ,7.85,207,372 ,1100,0.3,1250,16,0.0943,0 ,705,47 ,N,gooch_07_bisalloy
CAL50APM2,AP,10.8839,25.9,7.85,630,BIS UHTA,19.9 ,7.85,207,444 ,1150,0.3,1450,14,0.1043,0 ,715,5 ,N,gooch_07_bisalloy
CAL50APM2,AP,10.8839,25.9,7.85,630,BIS HHA,19.5 ,7.85,207,477 ,1350,0.3,1640,14,0.131,0 ,751,81 ,N,gooch_07_bisalloy
CAL50FSP,frag,12.6,13.4,7.85,260,BIS RHA300,10.3 ,7.85,207,300 ,900,0.3,1020,16,0.07,0 ,945 ,22.9 ,N,gooch_07_bisalloy
CAL50FSP,frag,12.6,13.4,7.85,260,BIS RHA360,10.2 ,7.85,207,363 ,1040,0.3,1140,16,0.066,0 ,913 ,21.3 ,N,gooch_07_bisalloy
CAL50FSP,frag,12.6,13.4,7.85,260,BIS HTA,10.3 ,7.85,207,400 ,1100,0.3,1250,16,0.0943,0 ,774 ,18.6 ,N,gooch_07_bisalloy
CAL50FSP,frag,12.6,13.4,7.85,260,BIS UHTA,10.1 ,7.85,207,450 ,1150,0.3,1450,14,0.1043,0 ,708 ,7.2 ,N,gooch_07_bisalloy
CAL50FSP,frag,12.6,13.4,7.85,260,BIS HHA,10.4 ,7.85,207,512 ,1350,0.3,1640,14,0.131,0 ,726 ,6.9 ,N,gooch_07_bisalloy
CAL50FSP,frag,12.6,13.4,7.85,260,BIS HTA,12.1 ,7.85,207,403 ,1100,0.3,1250,16,0.0943,0 ,868 ,8.3 ,N,gooch_07_bisalloy
CAL50FSP,frag,12.6,13.4,7.85,260,BIS UHTA,11.8 ,7.85,207,444 ,1150,0.3,1450,14,0.1043,0 ,835 ,9.4 ,N,gooch_07_bisalloy
CAL50FSP,frag,12.6,13.4,7.85,260,BIS HHA,11.9 ,7.85,207,530 ,1350,0.3,1640,14,0.131,0 ,835 ,10.4 ,N,gooch_07_bisalloy
145MMBS41,AP,10.922,37.9,14.85,730,BIS HHA,19.6,7.85,207,477 ,1350,0.3,1640,14,0.131,30 ,801 ,13.4 ,N,gooch_07_bisalloy
20MMFSP,frag,19.9,53.78,7.85,260,BIS HHA,19.6,7.85,207,477 ,1350,0.3,1640,14,0.131,0 ,845 ,4.2 ,N,gooch_07_bisalloy
CAL30APM2,AP,6.2484,5.3,7.85,570,SECURE400,6.5,7.85,207,405,950,0.3,1343.4755,11,0.0974,0,525,,N,kaiser_11_isb
CAL30APM2,AP,6.2484,5.3,7.85,570,SECURE400,8.3,7.85,207,405,950,0.3,1343.4755,11,0.0974,0,596,,N,kaiser_11_isb
CAL30APM2,AP,6.2484,5.3,7.85,570,SECURE400,10.5,7.85,207,405,950,0.3,1343.4755,11,0.0974,0,721,,N,kaiser_11_isb
CAL30APM2,AP,6.2484,5.3,7.85,570,SECURE400,12.4,7.85,207,405,950,0.3,1343.4755,11,0.0974,0,754,,N,kaiser_11_isb
CAL50APM2,AP,10.8839,25.9,7.85,630,SECURE350,20.6,7.85,207,355,850,0.3,1170.8605,12,0.0874,0,773,,N,kaiser_11_isb
CAL30APM2,AP,6.2484,5.3,7.85,570,SECURE500,3.2,7.85,207,505,1300,0.3,1688.7055,9,0.1174,30,349,,N,kaiser_11_isb
CAL30APM2,AP,6.2484,5.3,7.85,570,SECURE500,4.3,7.85,207,505,1300,0.3,1688.7055,9,0.1174,30,552,,N,kaiser_11_isb
CAL30APM2,AP,6.2484,5.3,7.85,570,SECURE500,7.1,7.85,207,505,1300,0.3,1688.7055,9,0.1174,30,769,,N,kaiser_11_isb
CAL50APM2,AP,10.8839,25.9,7.85,630,SECURE500,8.4,7.85,207,505,1300,0.3,1688.7055,9,0.1174,30,613,,N,kaiser_11_isb
CAL50APM2,AP,10.8839,25.9,7.85,630,SECURE500,10.2,7.85,207,505,1300,0.3,1688.7055,9,0.1174,30,691,,N,kaiser_11_isb
CAL50APM2,AP,10.8839,25.9,7.85,630,SECURE500,12.4,7.85,207,505,1300,0.3,1688.7055,9,0.1174,30,750,,N,kaiser_11_isb
CAL30APM2,AP,6.2484,5.3,7.85,570,SECURE600,4.5,7.85,207,605,1500,0.3,2033.9355,8,0.1374,30,692,,N,kaiser_11_isb
CAL30APM2,AP,6.2484,5.3,7.85,570,SECURE600,5.2,7.85,207,605,1500,0.3,2033.9355,8,0.1374,30,774,,N,kaiser_11_isb
CAL30APM2,AP,6.2484,5.3,7.85,570,SECURE600,6,7.85,207,605,1500,0.3,2033.9355,8,0.1374,30,829,,N,kaiser_11_isb
CAL30APM2,AP,6.2484,5.3,7.85,570,SECURE600,8.4,7.85,207,605,1500,0.3,2033.9355,8,0.1374,30,912,,N,kaiser_11_isb
CAL50APM2,AP,10.8839,25.9,7.85,630,SECURE600,8.4,7.85,207,605,1500,0.3,2033.9355,8,0.1374,30,714,,N,kaiser_11_isb
CAL50APM2,AP,10.8839,25.9,7.85,630,SECURE600,10.5,7.85,207,605,1500,0.3,2033.9355,8,0.1374,30,780,,N,kaiser_11_isb
CAL50APM2,AP,10.8839,25.9,7.85,630,SECURE600,12.5,7.85,207,605,1500,0.3,2033.9355,8,0.1374,30,820,,N,kaiser_11_isb
CAL30APM2,AP,6.2484,5.3,7.85,570,ATI 500-MIL,5.1,7.85,207,505.5,1792,0.3,1690,11.1,0.1175,30,663,13,N,showalter_10_ammtiac
CAL30APM2,AP,6.2484,5.3,7.85,570,ATI 500-MIL,6.9,7.85,207,505.5,1792,0.3,1690,11.1,0.1175,30,819,11,N,showalter_10_ammtiac
CAL30APM2,AP,6.2484,5.3,7.85,570,ATI 500-MIL,7.7,7.85,207,505.5,1792,0.3,1690,11.1,0.1175,30,814,12,N,showalter_10_ammtiac
CAL50APM2,AP,10.8839,25.9,7.85,630,ATI 500-MIL,7.9,7.85,207,505.5,1792,0.3,1690,11.1,0.1175,30,627,14,N,showalter_10_ammtiac
CAL50APM2,AP,10.8839,25.9,7.85,630,ATI 500-MIL,9.5,7.85,207,505.5,1792,0.3,1690,11.1,0.1175,30,723,13,N,showalter_10_ammtiac
CAL50APM2,AP,10.8839,25.9,7.85,630,ATI 500-MIL,12.7,7.85,207,505.5,1792,0.3,1690,11.1,0.1175,30,787,17,N,showalter_10_ammtiac
145MMB32,AP,12.4206,41.1,7.85,595,ATI 500-MIL,15.6,7.85,207,505.5,1792,0.3,1690,11.1,0.1175,30,730,13,N,showalter_10_ammtiac
145MMB32,AP,12.4206,41.1,7.85,595,ATI 500-MIL,15.4,7.85,207,505.5,1792,0.3,1690,11.1,0.1175,30,739,9,N,showalter_10_ammtiac
145MMB32,AP,12.4206,41.1,7.85,595,ATI 500-MIL,18.8,7.85,207,505.5,1792,0.3,1690,11.1,0.1175,30,841,13,N,showalter_10_ammtiac
145MMBS41,AP,10.922,37.9,14.85,730,ATI 500-MIL,24.5,7.85,207,505.5,1792,0.3,1690,11.1,0.1175,30,869,17,N,showalter_10_ammtiac
20MMFSP,frag,19.9,53.78,7.85,260,AA6061-T651,19.1,2.7,68.3,107,276,0.33,310,17,0.0712,0,339,,N,guo_19_hvis
20MMFSP,frag,19.9,53.78,7.85,260,AA6061-T651,12.7,2.7,68.3,107,276,0.33,310,17,0.0712,0,218,,Y,guo_19_hvis
20MMFSP,frag,19.9,53.78,7.85,260,AA7020-T651,40,2.78,71,127,350,0.33,400,14.5,0.09,0,890,,Y,fras_15_ijie
20MMFSP,frag,19.9,53.78,7.85,260,AA6061-T651,19.1,2.7,68.3,107,276,0.33,310,17,0.0712,0,338,,Y,guo_19_jdbm
20MMFSP,frag,19.9,53.78,7.85,260,AA6061-T651,6.4,2.7,68.3,107,276,0.33,310,17,0.0712,0,162,,Y,guo_19_jdbm
CAL50FSP,frag,12.6,13.4,7.85,260,RHA Class 1,10.2,7.85,207,364,1127.325293,0.3,1274.4295,13.528,0.0934,0,810,8,Y,jones_04_tr3379
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7017-T6,12.9,2.76,72,137,400,0.33,434,9,0.0494,30,476,6,N,jones_16_tr7727
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7017-T6,12.9,2.76,72,137,400,0.33,434,9,0.0494,30,477,11,N,jones_16_tr7727
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7017-T6,12.9,2.76,72,137,400,0.33,434,9,0.0494,30,485,9,N,jones_16_tr7727
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7017-T6,12.9,2.76,72,137,400,0.33,434,9,0.0494,30,490,10,N,jones_16_tr7727
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7017-T7,13.2,2.76,72,134,381,0.33,413,8,0.0531,30,479,10,N,jones_16_tr7727
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7017-T6,19.3,2.76,72,137,400,0.33,434,9,0.0494,30,631,7,N,jones_16_tr7727
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7017-T6,19.3,2.76,72,134,400,0.33,434,9,0.0494,30,641,10,N,jones_16_tr7727
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7017-T7,20,2.76,72,128,381,0.33,413,8,0.0531,30,633,10,N,jones_16_tr7727
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7017-T6,19.3,2.76,72,134,400,0.33,434,9,0.0494,0,558,6,N,jones_16_tr7727
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7017-T6,19.3,2.76,72,137,400,0.33,434,9,0.0494,0,564,7,N,jones_16_tr7727
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7017-T7,20,2.76,72,128,381,0.33,413,8,0.0531,0,569,11,N,jones_16_tr7727
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7017-T6,25.5,2.76,72,126,400,0.33,434,9,0.0494,0,659,10,N,jones_16_tr7727
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7017-T6,25.5,2.76,72,137,400,0.33,434,9,0.0494,0,653,7,N,jones_16_tr7727
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7017-T6,25.5,2.76,72,131,400,0.33,434,9,0.0494,0,660,6,N,jones_16_tr7727
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7017-T6,25.5,2.76,72,131,400,0.33,434,9,0.0494,0,650,7,N,jones_16_tr7727
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7017-T6,38.4,2.76,72,137,400,0.33,434,9,0.0494,0,857,7,N,jones_16_tr7727
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7017-T6,38.4,2.76,72,137,400,0.33,434,9,0.0494,0,833,5,N,jones_16_tr7727
