projectile,proj_type,calibre,proj_mass,proj_density,proj_hardness,Material,thickness,density,modulus,hardness,yield,PR,UTS,elongation,Ludwik-n,angle,v50
CAL30APM2,AP,6.2484,5.3,7.85,570,AA2060-T8,36.9,2.72,69.0,166.0,402.0,0.33,538.0,12.0,0.1116,0,889
CAL30APM2,AP,6.2484,5.3,7.85,570,AA2060-T8,38.1,2.72,69.0,159.0,402.0,0.33,538.0,12.0,0.1116,0,898
CAL30APM2,AP,6.2484,5.3,7.85,570,AA2060-T8,38.6,2.72,69.0,170.0,402.0,0.33,538.0,12.0,0.1116,0,906
CAL50APM2,AP,10.8839,25.9,7.85,630,AA2060-T8,36.6,2.72,69.0,163.0,402.0,0.33,538.0,12.0,0.1116,0,648
CAL50APM2,AP,10.8839,25.9,7.85,630,AA2060-T8,36.9,2.72,69.0,166.0,402.0,0.33,538.0,12.0,0.1116,0,650
CAL50APM2,AP,10.8839,25.9,7.85,630,AA2060-T8,38.1,2.72,69.0,159.0,402.0,0.33,538.0,12.0,0.1116,0,652
CAL50APM2,AP,10.8839,25.9,7.85,630,AA2060-T8,38.6,2.72,69.0,170.0,402.0,0.33,538.0,12.0,0.1116,0,660
CAL50APM2,AP,10.8839,25.9,7.85,630,AA2060-T8,49.5,2.72,69.0,163.0,402.0,0.33,538.0,12.0,0.1116,0,765
CAL50APM2,AP,10.8839,25.9,7.85,630,AA2060-T8,49.7,2.72,69.0,166.0,402.0,0.33,538.0,12.0,0.1116,0,772
CAL50APM2,AP,10.8839,25.9,7.85,630,AA2060-T8,49.7,2.72,69.0,170.0,402.0,0.33,538.0,12.0,0.1116,0,767
CAL50APM2,AP,10.8839,25.9,7.85,630,AA2060-T8,55.0,2.72,69.0,166.0,402.0,0.33,538.0,12.0,0.1116,0,806
CAL50APM2,AP,10.8839,25.9,7.85,630,AA2060-T8,61.7,2.72,69.0,166.0,402.0,0.33,538.0,12.0,0.1116,0,868
CAL50APM2,AP,10.8839,25.9,7.85,630,AA2060-T8,62.1,2.72,69.0,166.0,402.0,0.33,538.0,12.0,0.1116,0,873
CAL50FSP,frag,12.6,13.4,7.85,260,AA2060-T8,16.1,2.72,69.0,160.0,402.0,0.33,538.0,12.0,0.1116,0,502
CAL50FSP,frag,12.6,13.4,7.85,260,AA2060-T8,17.4,2.72,69.0,160.0,402.0,0.33,538.0,12.0,0.1116,0,531
CAL50FSP,frag,12.6,13.4,7.85,260,AA2060-T8,20.9,2.72,69.0,160.0,402.0,0.33,538.0,12.0,0.1116,0,793
CAL50FSP,frag,12.6,13.4,7.85,260,AA2060-T8,22.9,2.72,69.0,160.0,402.0,0.33,538.0,12.0,0.1116,0,868
CAL50FSP,frag,12.6,13.4,7.85,260,AA2060-T8,23.1,2.72,69.0,160.0,402.0,0.33,538.0,12.0,0.1116,0,936
CAL50FSP,frag,12.6,13.4,7.85,260,AA2060-T8,30.2,2.72,69.0,160.0,402.0,0.33,538.0,12.0,0.1116,0,1259
20MMFSP,frag,19.9,53.78,7.85,260,AA2060-T8,22.9,2.72,69.0,160.0,402.0,0.33,538.0,12.0,0.1116,0,384
20MMFSP,frag,19.9,53.78,7.85,260,AA2060-T8,23.1,2.72,69.0,160.0,402.0,0.33,538.0,12.0,0.1116,0,406
20MMFSP,frag,19.9,53.78,7.85,260,AA2060-T8,30.2,2.72,69.0,160.0,402.0,0.33,538.0,12.0,0.1116,0,613
20MMFSP,frag,19.9,53.78,7.85,260,AA2060-T8,37.0,2.72,69.0,160.0,402.0,0.33,538.0,12.0,0.1116,0,848
20MMFSP,frag,19.9,53.78,7.85,260,AA2060-T8,49.8,2.72,69.0,160.0,402.0,0.33,538.0,12.0,0.1116,0,1203
20MMFSP,frag,19.9,53.78,7.85,260,AA2060-T8,49.9,2.72,69.0,160.0,402.0,0.33,538.0,12.0,0.1116,0,1237
20MMFSP,frag,19.9,53.78,7.85,260,AA2060-T8,54.8,2.72,69.0,160.0,402.0,0.33,538.0,12.0,0.1116,0,1356
CAL30APM2,AP,6.2484,5.3,7.85,570,AA2060-T8,16.1,2.72,69.0,160.0,402.0,0.33,538.0,12.0,0.1116,30,590
CAL30APM2,AP,6.2484,5.3,7.85,570,AA2060-T8,17.4,2.72,69.0,160.0,402.0,0.33,538.0,12.0,0.1116,30,607
CAL30APM2,AP,6.2484,5.3,7.85,570,AA2060-T8,20.9,2.72,69.0,160.0,402.0,0.33,538.0,12.0,0.1116,0,636
CAL30APM2,AP,6.2484,5.3,7.85,570,AA2060-T8,22.9,2.72,69.0,160.0,402.0,0.33,538.0,12.0,0.1116,0,662
CAL30APM2,AP,6.2484,5.3,7.85,570,AA2060-T8,23.1,2.72,69.0,160.0,402.0,0.33,538.0,12.0,0.1116,0,671
CAL30APM2,AP,6.2484,5.3,7.85,570,AA2060-T8,30.2,2.72,69.0,160.0,402.0,0.33,538.0,12.0,0.1116,0,782
CAL30APM2,AP,6.2484,5.3,7.85,570,AA2060-T8,37.0,2.72,69.0,160.0,402.0,0.33,538.0,12.0,0.1116,0,887
CAL50APM2,AP,10.8839,25.9,7.85,630,AA2060-T8,37.0,2.72,69.0,160.0,402.0,0.33,538.0,12.0,0.1116,0,643
CAL50APM2,AP,10.8839,25.9,7.85,630,AA2060-T8,49.8,2.72,69.0,160.0,402.0,0.33,538.0,12.0,0.1116,0,764
CAL50APM2,AP,10.8839,25.9,7.85,630,AA2060-T8,49.9,2.72,69.0,160.0,402.0,0.33,538.0,12.0,0.1116,0,766
CAL50APM2,AP,10.8839,25.9,7.85,630,AA2060-T8,54.8,2.72,69.0,160.0,402.0,0.33,538.0,12.0,0.1116,0,820
CAL50APM2,AP,10.8839,25.9,7.85,630,AA2060-T8,62.2,2.72,69.0,160.0,402.0,0.33,538.0,12.0,0.1116,0,874
CAL50APM2,AP,10.8839,25.9,7.85,630,AA2060-T8,63.0,2.72,69.0,160.0,402.0,0.33,538.0,12.0,0.1116,0,872
CAL50FSP,frag,12.6,13.4,7.85,260,AA6055-T651,19.1,2.72,67.6,126.0,344.0,0.33,358.5,6.0,0.0563,0,575
CAL50FSP,frag,12.6,13.4,7.85,260,AA6055-T651,19.1,2.72,67.6,126.0,344.0,0.33,358.5,6.0,0.0563,0,588
CAL50FSP,frag,12.6,13.4,7.85,260,AA6055-T651,25.2,2.72,67.6,116.0,344.0,0.33,358.5,6.0,0.0563,0,926
CAL50FSP,frag,12.6,13.4,7.85,260,AA6055-T651,25.7,2.72,67.6,118.0,344.0,0.33,358.5,6.0,0.0563,0,949
CAL50FSP,frag,12.6,13.4,7.85,260,AA6055-T651,25.3,2.72,67.6,124.0,344.0,0.33,358.5,6.0,0.0563,0,918
20MMFSP,frag,19.9,53.78,7.85,260,AA6055-T651,25.2,2.72,67.6,116.0,344.0,0.33,358.5,6.0,0.0563,0,442
20MMFSP,frag,19.9,53.78,7.85,260,AA6055-T651,25.5,2.72,67.6,114.0,344.0,0.33,358.5,6.0,0.0563,0,418
20MMFSP,frag,19.9,53.78,7.85,260,AA6055-T651,25.4,2.72,67.6,121.0,344.0,0.33,358.5,6.0,0.0563,0,422
20MMFSP,frag,19.9,53.78,7.85,260,AA6055-T651,37.9,2.72,67.6,112.0,344.0,0.33,358.5,6.0,0.0563,0,811
20MMFSP,frag,19.9,53.78,7.85,260,AA6055-T651,38.0,2.72,67.6,121.0,344.0,0.33,358.5,6.0,0.0563,0,817
20MMFSP,frag,19.9,53.78,7.85,260,AA6055-T651,37.9,2.72,67.6,112.0,344.0,0.33,358.5,6.0,0.0563,0,782
20MMFSP,frag,19.9,53.78,7.85,260,AA6055-T651,38.1,2.72,67.6,112.0,344.0,0.33,358.5,6.0,0.0563,0,741
20MMFSP,frag,19.9,53.78,7.85,260,AA6055-T651,50.7,2.72,67.6,101.0,344.0,0.33,358.5,6.0,0.0563,0,1215
20MMFSP,frag,19.9,53.78,7.85,260,AA6055-T651,50.4,2.72,67.6,107.0,344.0,0.33,358.5,6.0,0.0563,0,1199
20MMFSP,frag,19.9,53.78,7.85,260,AA6055-T651,50.8,2.72,67.6,107.0,344.0,0.33,358.5,6.0,0.0563,0,1202
20MMFSP,frag,19.9,53.78,7.85,260,AA6055-T651,50.9,2.72,67.6,107.0,344.0,0.33,358.5,6.0,0.0563,0,1169
145MMBS41,AP,10.922,37.9,14.85,730,AA6055-T651,74.1,2.72,67.6,124.0,344.0,0.33,358.5,6.0,0.0563,0,839
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,12.9,2.72,67.6,134.0,344.0,0.33,358.5,6.0,0.0563,30,482
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,12.9,2.72,67.6,134.0,344.0,0.33,358.5,6.0,0.0563,30,479
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,13.0,2.72,67.6,137.0,344.0,0.33,358.5,6.0,0.0563,30,479
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,13.0,2.72,67.6,137.0,344.0,0.33,358.5,6.0,0.0563,30,474
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,19.0,2.72,67.6,128.0,344.0,0.33,358.5,6.0,0.0563,30,610
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,19.1,2.72,67.6,126.0,344.0,0.33,358.5,6.0,0.0563,30,609
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,19.1,2.72,67.6,126.0,344.0,0.33,358.5,6.0,0.0563,30,614
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,19.0,2.72,67.6,128.0,344.0,0.33,358.5,6.0,0.0563,0,539
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,19.1,2.72,67.6,126.0,344.0,0.33,358.5,6.0,0.0563,0,537
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,19.1,2.72,67.6,126.0,344.0,0.33,358.5,6.0,0.0563,0,531
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,25.2,2.72,67.6,118.0,344.0,0.33,358.5,6.0,0.0563,0,618
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,25.2,2.72,67.6,118.0,344.0,0.33,358.5,6.0,0.0563,0,620
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,25.7,2.72,67.6,124.0,344.0,0.33,358.5,6.0,0.0563,0,634
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,25.4,2.72,67.6,124.0,344.0,0.33,358.5,6.0,0.0563,0,630
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,38.0,2.72,67.6,112.0,344.0,0.33,358.5,6.0,0.0563,0,798
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,38.0,2.72,67.6,112.0,344.0,0.33,358.5,6.0,0.0563,0,800
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,38.0,2.72,67.6,121.0,344.0,0.33,358.5,6.0,0.0563,0,788
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,38.0,2.72,67.6,118.0,344.0,0.33,358.5,6.0,0.0563,0,803
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,38.1,2.72,67.6,121.0,344.0,0.33,358.5,6.0,0.0563,0,809
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,38.0,2.72,67.6,109.0,344.0,0.33,358.5,6.0,0.0563,0,808
CAL50APM2,AP,10.8839,25.9,7.85,630,AA6055-T651,37.9,2.72,67.6,112.0,344.0,0.33,358.5,6.0,0.0563,0,585
CAL50APM2,AP,10.8839,25.9,7.85,630,AA6055-T651,37.9,2.72,67.6,112.0,344.0,0.33,358.5,6.0,0.0563,0,584
CAL50APM2,AP,10.8839,25.9,7.85,630,AA6055-T651,38.0,2.72,67.6,121.0,344.0,0.33,358.5,6.0,0.0563,0,584
CAL50APM2,AP,10.8839,25.9,7.85,630,AA6055-T651,38.1,2.72,67.6,107.0,344.0,0.33,358.5,6.0,0.0563,0,600
CAL50APM2,AP,10.8839,25.9,7.85,630,AA6055-T651,38.0,2.72,67.6,109.0,344.0,0.33,358.5,6.0,0.0563,0,603
CAL50APM2,AP,10.8839,25.9,7.85,630,AA6055-T651,50.2,2.72,67.6,101.0,344.0,0.33,358.5,6.0,0.0563,0,687
CAL50APM2,AP,10.8839,25.9,7.85,630,AA6055-T651,45.5,2.72,67.6,112.0,344.0,0.33,358.5,6.0,0.0563,0,686
CAL50APM2,AP,10.8839,25.9,7.85,630,AA6055-T651,50.8,2.72,67.6,107.0,344.0,0.33,358.5,6.0,0.0563,0,704
CAL50APM2,AP,10.8839,25.9,7.85,630,AA6055-T651,50.9,2.72,67.6,107.0,344.0,0.33,358.5,6.0,0.0563,0,697
CAL50APM2,AP,10.8839,25.9,7.85,630,AA6055-T651,50.3,2.72,67.6,116.0,344.0,0.33,358.5,6.0,0.0563,0,694
CAL50APM2,AP,10.8839,25.9,7.85,630,AA6055-T651,63.5,2.72,67.6,112.0,344.0,0.33,358.5,6.0,0.0563,0,797
CAL50APM2,AP,10.8839,25.9,7.85,630,AA6055-T651,63.2,2.72,67.6,112.0,344.0,0.33,358.5,6.0,0.0563,0,814
CAL50APM2,AP,10.8839,25.9,7.85,630,AA6055-T651,74.1,2.72,67.6,124.0,344.0,0.33,358.5,6.0,0.0563,0,906
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,19.1,2.72,67.6,117.0,344.0,0.33,358.5,6.0,0.0563,30,592
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,19.0,2.72,67.6,117.0,344.0,0.33,358.5,6.0,0.0563,30,576
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,19.0,2.72,67.6,117.0,344.0,0.33,358.5,6.0,0.0563,0,543
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,19.1,2.72,67.6,117.0,344.0,0.33,358.5,6.0,0.0563,0,532
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,25.6,2.72,67.6,117.0,344.0,0.33,358.5,6.0,0.0563,0,616
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,25.6,2.72,67.6,117.0,344.0,0.33,358.5,6.0,0.0563,0,603
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,25.4,2.72,67.6,117.0,344.0,0.33,358.5,6.0,0.0563,0,637
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,25.5,2.72,67.6,117.0,344.0,0.33,358.5,6.0,0.0563,0,628
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,25.7,2.72,67.6,117.0,344.0,0.33,358.5,6.0,0.0563,0,622
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,31.5,2.72,67.6,117.0,344.0,0.33,358.5,6.0,0.0563,0,694
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,31.8,2.72,67.6,117.0,344.0,0.33,358.5,6.0,0.0563,0,717
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,37.7,2.72,67.6,117.0,344.0,0.33,358.5,6.0,0.0563,0,785
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,37.8,2.72,67.6,117.0,344.0,0.33,358.5,6.0,0.0563,0,802
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6055-T651,37.8,2.72,67.6,117.0,344.0,0.33,358.5,6.0,0.0563,0,796
CAL50APM2,AP,10.8839,25.9,7.85,630,AA6055-T651,19.0,2.72,67.6,117.0,344.0,0.33,358.5,6.0,0.0563,0,420
CAL50APM2,AP,10.8839,25.9,7.85,630,AA6055-T651,19.1,2.72,67.6,117.0,344.0,0.33,358.5,6.0,0.0563,0,418
CAL50APM2,AP,10.8839,25.9,7.85,630,AA6055-T651,49.8,2.72,67.6,117.0,344.0,0.33,358.5,6.0,0.0563,0,681
CAL50APM2,AP,10.8839,25.9,7.85,630,AA6055-T651,50.9,2.72,67.6,117.0,344.0,0.33,358.5,6.0,0.0563,0,697
CAL50APM2,AP,10.8839,25.9,7.85,630,AA6055-T651,51.1,2.72,67.6,117.0,344.0,0.33,358.5,6.0,0.0563,0,699
CAL50APM2,AP,10.8839,25.9,7.85,630,AA6055-T651,56.9,2.72,67.6,117.0,344.0,0.33,358.5,6.0,0.0563,0,738
CAL50APM2,AP,10.8839,25.9,7.85,630,AA6055-T651,63.3,2.72,67.6,117.0,344.0,0.33,358.5,6.0,0.0563,0,785
CAL50APM2,AP,10.8839,25.9,7.85,630,AA6055-T651,63.4,2.72,67.6,117.0,344.0,0.33,358.5,6.0,0.0563,0,798
CAL50APM2,AP,10.8839,25.9,7.85,630,AA6055-T651,76.3,2.72,67.6,117.0,344.0,0.33,358.5,6.0,0.0563,0,902
CAL50FSP,frag,12.6,13.4,7.85,260,AA6055-T651,22.2,2.72,67.6,117.0,344.0,0.33,358.5,6.0,0.0563,0,765
CAL50FSP,frag,12.6,13.4,7.85,260,AA6055-T651,19.2,2.72,67.6,117.0,344.0,0.33,358.5,6.0,0.0563,0,563
CAL50FSP,frag,12.6,13.4,7.85,260,AA6055-T651,19.2,2.72,67.6,117.0,344.0,0.33,358.5,6.0,0.0563,0,573
CAL50FSP,frag,12.6,13.4,7.85,260,AA6055-T651,25.6,2.72,67.6,117.0,344.0,0.33,358.5,6.0,0.0563,0,941
CAL50FSP,frag,12.6,13.4,7.85,260,AA6055-T651,25.0,2.72,67.6,117.0,344.0,0.33,358.5,6.0,0.0563,0,911
CAL50FSP,frag,12.6,13.4,7.85,260,AA6055-T651,25.4,2.72,67.6,117.0,344.0,0.33,358.5,6.0,0.0563,0,917
CAL50FSP,frag,12.6,13.4,7.85,260,AA6055-T651,25.4,2.72,67.6,117.0,344.0,0.33,358.5,6.0,0.0563,0,922
CAL50FSP,frag,12.6,13.4,7.85,260,AA6055-T651,25.5,2.72,67.6,117.0,344.0,0.33,358.5,6.0,0.0563,0,934
CAL50FSP,frag,12.6,13.4,7.85,260,AA6055-T651,25.2,2.72,67.6,117.0,344.0,0.33,358.5,6.0,0.0563,0,904
20MMFSP,frag,19.9,53.78,7.85,260,AA6055-T651,25.6,2.72,67.6,117.0,344.0,0.33,358.5,6.0,0.0563,0,436
20MMFSP,frag,19.9,53.78,7.85,260,AA6055-T651,25.6,2.72,67.6,117.0,344.0,0.33,358.5,6.0,0.0563,0,439
20MMFSP,frag,19.9,53.78,7.85,260,AA6055-T651,25.4,2.72,67.6,117.0,344.0,0.33,358.5,6.0,0.0563,0,426
20MMFSP,frag,19.9,53.78,7.85,260,AA6055-T651,25.8,2.72,67.6,117.0,344.0,0.33,358.5,6.0,0.0563,0,431
20MMFSP,frag,19.9,53.78,7.85,260,AA6055-T651,25.5,2.72,67.6,117.0,344.0,0.33,358.5,6.0,0.0563,0,414
20MMFSP,frag,19.9,53.78,7.85,260,AA6055-T651,25.7,2.72,67.6,117.0,344.0,0.33,358.5,6.0,0.0563,0,407
20MMFSP,frag,19.9,53.78,7.85,260,AA6055-T651,31.5,2.72,67.6,117.0,344.0,0.33,358.5,6.0,0.0563,0,578
20MMFSP,frag,19.9,53.78,7.85,260,AA6055-T651,31.8,2.72,67.6,117.0,344.0,0.33,358.5,6.0,0.0563,0,574
20MMFSP,frag,19.9,53.78,7.85,260,AA6055-T651,37.7,2.72,67.6,117.0,344.0,0.33,358.5,6.0,0.0563,0,799
20MMFSP,frag,19.9,53.78,7.85,260,AA6055-T651,37.8,2.72,67.6,117.0,344.0,0.33,358.5,6.0,0.0563,0,787
20MMFSP,frag,19.9,53.78,7.85,260,AA6055-T651,37.8,2.72,67.6,117.0,344.0,0.33,358.5,6.0,0.0563,0,758
20MMFSP,frag,19.9,53.78,7.85,260,AA6055-T651,50.5,2.72,67.6,117.0,344.0,0.33,358.5,6.0,0.0563,0,1175
CAL30APM2,AP,6.2484,5.3,7.85,570,AA5059-H131,12.8,2.66,70.9,118.0,254.0,0.33,365.0,8.0,0.1359,30,435
CAL30APM2,AP,6.2484,5.3,7.85,570,AA5059-H131,13.3,2.66,70.9,121.0,254.0,0.33,365.0,8.0,0.1359,30,451
CAL30APM2,AP,6.2484,5.3,7.85,570,AA5059-H131,13.4,2.66,70.9,116.0,254.0,0.33,365.0,8.0,0.1359,30,450
CAL30APM2,AP,6.2484,5.3,7.85,570,AA5059-H131,14.9,2.66,70.9,121.0,254.0,0.33,365.0,8.0,0.1359,30,490
CAL30APM2,AP,6.2484,5.3,7.85,570,AA5059-H131,18.8,2.66,70.9,121.0,254.0,0.33,365.0,8.0,0.1359,30,559
CAL30APM2,AP,6.2484,5.3,7.85,570,AA5059-H131,19.8,2.66,70.9,118.0,254.0,0.33,365.0,8.0,0.1359,30,586
CAL30APM2,AP,6.2484,5.3,7.85,570,AA5059-H131,19.9,2.66,70.9,124.0,254.0,0.33,365.0,8.0,0.1359,30,584
CAL30APM2,AP,6.2484,5.3,7.85,570,AA5059-H136,12.4,2.66,70.9,107.0,269.0,0.33,351.0,8.0,0.112,30,421
CAL30APM2,AP,6.2484,5.3,7.85,570,AA5059-H136,19.1,2.66,70.9,112.0,269.0,0.33,351.0,8.0,0.112,30,555
CAL50FSP,frag,12.6,13.4,7.85,260,AA5059-H131,18.8,2.66,70.9,121.0,254.0,0.33,365.0,8.0,0.1359,0,558
CAL50FSP,frag,12.6,13.4,7.85,260,AA5059-H131,19.8,2.66,70.9,118.0,254.0,0.33,365.0,8.0,0.1359,0,631
CAL50FSP,frag,12.6,13.4,7.85,260,AA5059-H131,19.9,2.66,70.9,124.0,254.0,0.33,365.0,8.0,0.1359,0,607
CAL50FSP,frag,12.6,13.4,7.85,260,AA5059-H131,20.1,2.66,70.9,121.0,254.0,0.33,365.0,8.0,0.1359,0,607
CAL50FSP,frag,12.6,13.4,7.85,260,AA5059-H131,20.4,2.66,70.9,126.0,254.0,0.33,365.0,8.0,0.1359,0,648
CAL50FSP,frag,12.6,13.4,7.85,260,AA5059-H131,21.5,2.66,70.9,121.0,254.0,0.33,365.0,8.0,0.1359,0,691
CAL50FSP,frag,12.6,13.4,7.85,260,AA5059-H131,23.6,2.66,70.9,121.0,254.0,0.33,365.0,8.0,0.1359,0,772
CAL50FSP,frag,12.6,13.4,7.85,260,AA5059-H131,25.1,2.66,70.9,121.0,254.0,0.33,365.0,8.0,0.1359,0,856
CAL50FSP,frag,12.6,13.4,7.85,260,AA5059-H131,25.4,2.66,70.9,126.0,254.0,0.33,365.0,8.0,0.1359,0,908
CAL50FSP,frag,12.6,13.4,7.85,260,AA5059-H131,26.3,2.66,70.9,126.0,254.0,0.33,365.0,8.0,0.1359,0,976
CAL50FSP,frag,12.6,13.4,7.85,260,AA5059-H136,19.1,2.66,70.9,112.0,269.0,0.33,351.0,8.0,0.112,0,559
CAL50FSP,frag,12.6,13.4,7.85,260,AA5059-H136,25.6,2.66,70.9,109.0,269.0,0.33,351.0,8.0,0.112,0,868
20MMFSP,frag,19.9,53.78,7.85,260,AA5059-H131,25.1,2.66,70.9,118.0,254.0,0.33,365.0,8.0,0.1359,0,419
20MMFSP,frag,19.9,53.78,7.85,260,AA5059-H131,25.1,2.66,70.9,121.0,254.0,0.33,365.0,8.0,0.1359,0,426
20MMFSP,frag,19.9,53.78,7.85,260,AA5059-H131,25.5,2.66,70.9,116.0,254.0,0.33,365.0,8.0,0.1359,0,456
20MMFSP,frag,19.9,53.78,7.85,260,AA5059-H131,25.4,2.66,70.9,126.0,254.0,0.33,365.0,8.0,0.1359,0,448
20MMFSP,frag,19.9,53.78,7.85,260,AA5059-H131,26.3,2.66,70.9,126.0,254.0,0.33,365.0,8.0,0.1359,0,471
20MMFSP,frag,19.9,53.78,7.85,260,AA5059-H131,30.4,2.66,70.9,116.0,254.0,0.33,365.0,8.0,0.1359,0,579
20MMFSP,frag,19.9,53.78,7.85,260,AA5059-H131,34.6,2.66,70.9,114.0,254.0,0.33,365.0,8.0,0.1359,0,680
20MMFSP,frag,19.9,53.78,7.85,260,AA5059-H131,37.9,2.66,70.9,116.0,254.0,0.33,365.0,8.0,0.1359,0,801
20MMFSP,frag,19.9,53.78,7.85,260,AA5059-H131,38.9,2.66,70.9,121.0,254.0,0.33,365.0,8.0,0.1359,0,849
20MMFSP,frag,19.9,53.78,7.85,260,AA5059-H131,47.8,2.66,70.9,107.0,254.0,0.33,365.0,8.0,0.1359,0,1212
20MMFSP,frag,19.9,53.78,7.85,260,AA5059-H136,25.6,2.66,70.9,109.0,269.0,0.33,351.0,8.0,0.112,0,433
20MMFSP,frag,19.9,53.78,7.85,260,AA5059-H136,38.7,2.66,70.9,107.0,269.0,0.33,351.0,8.0,0.112,0,779
20MMFSP,frag,19.9,53.78,7.85,260,AA5059-H136,50.9,2.66,70.9,105.0,269.0,0.33,351.0,8.0,0.112,0,1242
CAL30APM2,AP,6.2484,5.3,7.85,570,AA5059-H131,25.1,2.66,70.9,118.0,254.0,0.33,365.0,8.0,0.1359,0,588
CAL30APM2,AP,6.2484,5.3,7.85,570,AA5059-H131,25.4,2.66,70.9,126.0,254.0,0.33,365.0,8.0,0.1359,0,590
CAL30APM2,AP,6.2484,5.3,7.85,570,AA5059-H131,26.3,2.66,70.9,126.0,254.0,0.33,365.0,8.0,0.1359,0,610
CAL30APM2,AP,6.2484,5.3,7.85,570,AA5059-H131,30.4,2.66,70.9,116.0,254.0,0.33,365.0,8.0,0.1359,0,661
CAL30APM2,AP,6.2484,5.3,7.85,570,AA5059-H131,34.6,2.66,70.9,114.0,254.0,0.33,365.0,8.0,0.1359,0,704
CAL30APM2,AP,6.2484,5.3,7.85,570,AA5059-H131,37.9,2.66,70.9,116.0,254.0,0.33,365.0,8.0,0.1359,0,763
CAL30APM2,AP,6.2484,5.3,7.85,570,AA5059-H131,38.9,2.66,70.9,121.0,254.0,0.33,365.0,8.0,0.1359,0,773
CAL30APM2,AP,6.2484,5.3,7.85,570,AA5059-H131,47.8,2.66,70.9,107.0,254.0,0.33,365.0,8.0,0.1359,0,859
CAL30APM2,AP,6.2484,5.3,7.85,570,AA5059-H131,51.2,2.66,70.9,126.0,254.0,0.33,365.0,8.0,0.1359,0,906
CAL30APM2,AP,6.2484,5.3,7.85,570,AA5059-H131,51.4,2.66,70.9,121.0,254.0,0.33,365.0,8.0,0.1359,0,912
CAL30APM2,AP,6.2484,5.3,7.85,570,AA5059-H136,25.6,2.66,70.9,109.0,269.0,0.33,351.0,8.0,0.112,0,583
CAL30APM2,AP,6.2484,5.3,7.85,570,AA5059-H136,38.7,2.66,70.9,107.0,269.0,0.33,351.0,8.0,0.112,0,738
CAL30APM2,AP,6.2484,5.3,7.85,570,AA5059-H136,51.0,2.66,70.9,105.0,269.0,0.33,351.0,8.0,0.112,0,873
CAL50APM2,AP,10.8839,25.9,7.85,630,AA5059-H131,47.8,2.66,70.9,107.0,254.0,0.33,365.0,8.0,0.1359,0,661
CAL50APM2,AP,10.8839,25.9,7.85,630,AA5059-H131,51.2,2.66,70.9,126.0,254.0,0.33,365.0,8.0,0.1359,0,680
CAL50APM2,AP,10.8839,25.9,7.85,630,AA5059-H131,51.4,2.66,70.9,121.0,254.0,0.33,365.0,8.0,0.1359,0,670
CAL50APM2,AP,10.8839,25.9,7.85,630,AA5059-H131,61.6,2.66,70.9,121.0,254.0,0.33,365.0,8.0,0.1359,0,756
CAL50APM2,AP,10.8839,25.9,7.85,630,AA5059-H131,64.2,2.66,70.9,114.0,254.0,0.33,365.0,8.0,0.1359,0,753
CAL50APM2,AP,10.8839,25.9,7.85,630,AA5059-H131,64.5,2.66,70.9,114.0,254.0,0.33,365.0,8.0,0.1359,0,769
CAL50APM2,AP,10.8839,25.9,7.85,630,AA5059-H131,76.4,2.66,70.9,99.0,254.0,0.33,365.0,8.0,0.1359,0,834
