projectile,proj_type,calibre,proj_mass,proj_density,proj_hardness,Material,thickness,density,modulus,hardness,yield,PR,UTS,elongation,Ludwik-n,angle,v50
762MMM80,ball,6.74242,7.21686,11.35,24,MARS600,3.5,7.85,207.0,616.5,1450.0,0.3,2150.0,10.0,0.1202,0,659
762MMM80,ball,6.74242,7.21686,11.35,24,MARS600,4.2,7.85,207.0,616.5,1450.0,0.3,2150.0,10.0,0.1202,0,771
762MMM80,ball,6.74242,7.21686,11.35,24,MARS600,5.3,7.85,207.0,616.5,1450.0,0.3,2150.0,10.0,0.1202,0,910
CAL30APM2,AP,6.2484,5.3,7.85,570,MARS600,3.2,7.85,207.0,616.5,1450.0,0.3,2150.0,10.0,0.1202,30,356
CAL30APM2,AP,6.2484,5.3,7.85,570,MARS600,3.5,7.85,207.0,616.5,1450.0,0.3,2150.0,10.0,0.1202,30,404
CAL30APM2,AP,6.2484,5.3,7.85,570,MARS600,4.1,7.85,207.0,616.5,1450.0,0.3,2150.0,10.0,0.1202,30,566
CAL30APM2,AP,6.2484,5.3,7.85,570,MARS600,4.2,7.85,207.0,616.5,1450.0,0.3,2150.0,10.0,0.1202,30,544
CAL30APM2,AP,6.2484,5.3,7.85,570,MARS600,4.2,7.85,207.0,616.5,1450.0,0.3,2150.0,10.0,0.1202,30,575
CAL30APM2,AP,6.2484,5.3,7.85,570,MARS600,5.1,7.85,207.0,616.5,1450.0,0.3,2150.0,10.0,0.1202,30,702
CAL30APM2,AP,6.2484,5.3,7.85,570,MARS600,5.3,7.85,207.0,616.5,1450.0,0.3,2150.0,10.0,0.1202,30,688
CAL30APM2,AP,6.2484,5.3,7.85,570,MARS600,6.5,7.85,207.0,616.5,1450.0,0.3,2150.0,10.0,0.1202,30,798
CAL30APM2,AP,6.2484,5.3,7.85,570,MARS600,6.6,7.85,207.0,616.5,1450.0,0.3,2150.0,10.0,0.1202,30,759
CAL30APM2,AP,6.2484,5.3,7.85,570,MARS650,5.2,7.85,207.0,640.0,1600.0,0.3,2200.0,7.0,0.1202,30,761
CAL30APM2,AP,6.2484,5.3,7.85,570,MARS650,6.3,7.85,207.0,640.0,1600.0,0.3,2200.0,7.0,0.1202,30,869
CAL30APM2,AP,6.2484,5.3,7.85,570,MARS650,6.6,7.85,207.0,640.0,1600.0,0.3,2200.0,7.0,0.1202,30,836
CAL30APM2,AP,6.2484,5.3,7.85,570,MARS650,6.6,7.85,207.0,640.0,1600.0,0.3,2200.0,7.0,0.1202,30,870
CAL30APM2,AP,6.2484,5.3,7.85,570,MARS650,6.7,7.85,207.0,640.0,1600.0,0.3,2200.0,7.0,0.1202,30,878
CAL30APM2,AP,6.2484,5.3,7.85,570,MARS650,6.7,7.85,207.0,640.0,1600.0,0.3,2200.0,7.0,0.1202,30,869
CAL30APM2,AP,6.2484,5.3,7.85,570,MARS650,7.6,7.85,207.0,640.0,1600.0,0.3,2200.0,7.0,0.1202,30,894
762MMM80,ball,6.74242,7.21686,11.35,24,ARMOX560,12.0,7.85,207.0,560.0,1659.332,0.3,1859.0,9.993,0.084,0,918
CAL30APM2,AP,6.2484,5.3,7.85,570,ARMOX560,12.0,7.85,207.0,560.0,1659.332,0.3,1859.0,9.993,0.084,0,871
CAL30APM2,AP,6.2484,5.3,7.85,570,AA2024-T351,26.0,2.78,73.8,150.0,265.0,0.33,469.0,19.0,0.1895,0,652
CAL30APM2,AP,6.2484,5.3,7.85,570,AA2024-T351,30.0,2.78,73.8,150.0,265.0,0.33,469.0,19.0,0.1895,0,715
CAL30APM2,AP,6.2484,5.3,7.85,570,AA2024-T351,34.0,2.78,73.8,150.0,265.0,0.33,469.0,19.0,0.1895,0,774
CAL30APM2,AP,6.2484,5.3,7.85,570,AA2024-T351,38.0,2.78,73.8,150.0,265.0,0.33,469.0,19.0,0.1895,0,831
CAL30APM2,AP,6.2484,5.3,7.85,570,AA5083-H112,20.0,2.66,70.3,81.0,225.0,0.33,303.0,16.0,0.1101,0,474
CAL30APM2,AP,6.2484,5.3,7.85,570,AA5083-H112,30.0,2.66,70.3,81.0,225.0,0.33,303.0,16.0,0.1101,0,589
CAL30APM2,AP,6.2484,5.3,7.85,570,AA5083-H112,40.0,2.66,70.3,81.0,225.0,0.33,303.0,16.0,0.1101,0,698
CAL30APM2,AP,6.2484,5.3,7.85,570,AA5083-H131,38.0,2.66,70.3,99.0,250.0,0.33,310.0,13.0,0.1182,0,739
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,25.0,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,578
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,50.0,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,896
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7075-T651,26.0,2.81,71.0,190.0,461.0,0.33,538.0,7.0,0.0744,0,718
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7075-T651,30.0,2.81,71.0,190.0,461.0,0.33,538.0,7.0,0.0744,0,784
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7075-T651,32.0,2.81,71.0,190.0,461.0,0.33,538.0,7.0,0.0744,0,818
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7075-T651,38.0,2.81,71.0,190.0,461.0,0.33,538.0,7.0,0.0744,0,910
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7039-T64,18.3,2.74,69.6,133.0,337.0,0.33,450.0,13.0,0.0919,0,563
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7039-T64,18.5,2.74,69.6,133.0,337.0,0.33,450.0,13.0,0.0919,0,598
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7039-T64,25.1,2.74,69.6,133.0,337.0,0.33,450.0,13.0,0.0919,0,693
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7039-T64,25.2,2.74,69.6,133.0,337.0,0.33,450.0,13.0,0.0919,0,646
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7039-T64,25.5,2.74,69.6,133.0,337.0,0.33,450.0,13.0,0.0919,0,671
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7039-T64,25.5,2.74,69.6,133.0,337.0,0.33,450.0,13.0,0.0919,0,642
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7039-T64,25.6,2.74,69.6,133.0,337.0,0.33,450.0,13.0,0.0919,0,650
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7039-T64,31.5,2.74,69.6,133.0,337.0,0.33,450.0,13.0,0.0919,0,739
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7039-T64,31.6,2.74,69.6,133.0,337.0,0.33,450.0,13.0,0.0919,0,740
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7039-T64,37.6,2.74,69.6,133.0,337.0,0.33,450.0,13.0,0.0919,0,811
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7039-T64,37.6,2.74,69.6,133.0,337.0,0.33,450.0,13.0,0.0919,0,810
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7039-T64,37.8,2.74,69.6,133.0,337.0,0.33,450.0,13.0,0.0919,0,819
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7039-T64,37.8,2.74,69.6,133.0,337.0,0.33,450.0,13.0,0.0919,0,813
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7039-T64,37.9,2.74,69.6,133.0,337.0,0.33,450.0,13.0,0.0919,0,899
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7039-T64,38.0,2.74,69.6,133.0,337.0,0.33,450.0,13.0,0.0919,0,807
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7039-T64,38.2,2.74,69.6,133.0,337.0,0.33,450.0,13.0,0.0919,0,833
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7039-T64,38.3,2.74,69.6,133.0,337.0,0.33,450.0,13.0,0.0919,0,822
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7039-T64,38.8,2.74,69.6,133.0,337.0,0.33,450.0,13.0,0.0919,0,963
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7039-T64,39.0,2.74,69.6,133.0,337.0,0.33,450.0,13.0,0.0919,0,836
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7039-T64,50.2,2.74,69.6,133.0,337.0,0.33,450.0,13.0,0.0919,0,1067
CAL30APM2,AP,6.2484,5.3,7.85,570,BIS UHH,9.8,7.85,207.0,590.0,1500.0,0.3,2050.0,8.0,0.137,0,865
CAL30APM2,AP,6.2484,5.3,7.85,570,BIS UHH,7.4,7.85,207.0,589.0,1500.0,0.3,2050.0,8.0,0.137,30,910
CAL30APM2,AP,6.2484,5.3,7.85,570,BIS UHH,9.8,7.85,207.0,590.0,1500.0,0.3,2050.0,8.0,0.137,30,965
CAL50APM2,AP,10.8839,25.9,7.85,630,BIS UHH,10.2,7.85,207.0,627.0,1500.0,0.3,2050.0,8.0,0.137,0,665
CAL50APM2,AP,10.8839,25.9,7.85,630,BIS UHH,12.2,7.85,207.0,614.0,1500.0,0.3,2050.0,8.0,0.137,0,686
CAL50APM2,AP,10.8839,25.9,7.85,630,BIS UHH,11.5,7.85,207.0,567.0,1500.0,0.3,2050.0,8.0,0.137,30,795
CAL50APM2,AP,10.8839,25.9,7.85,630,BIS UHH,12.2,7.85,207.0,614.0,1500.0,0.3,2050.0,8.0,0.137,30,796
CAL50FSP,frag,12.6,13.4,7.85,260,BIS UHH,10.2,7.85,207.0,627.0,1500.0,0.3,2050.0,8.0,0.137,0,726
CAL50FSP,frag,12.6,13.4,7.85,260,BIS UHH,12.2,7.85,207.0,614.0,1500.0,0.3,2050.0,8.0,0.137,0,831
CAL30APM2,AP,6.2484,5.3,7.85,570,BIS HHA,12.0,7.85,207.0,500.0,1350.0,0.3,1640.0,14.0,0.131,0,478
20MMFSP,frag,19.9,53.78,7.85,260,AA6061-T651,25.7,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,443
20MMFSP,frag,19.9,53.78,7.85,260,AA6061-T651,38.8,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,763
20MMFSP,frag,19.9,53.78,7.85,260,AA6061-T651,51.2,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,1218
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,7.5,7.85,207.0,512.0,1305.0,0.3,1690.0,11.0939,0.1175,30,776
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,4.8,7.85,207.0,512.0,1305.0,0.3,1690.0,11.0939,0.1175,30,616
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,6.3,7.85,207.0,512.0,1305.0,0.3,1690.0,11.0939,0.1175,30,699
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,6.9,7.85,207.0,495.0,1305.0,0.3,1690.0,11.0939,0.1175,30,738
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,5.8,7.85,207.0,512.0,1305.0,0.3,1690.0,11.0939,0.1175,30,681
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,5.1,7.85,207.0,477.0,1305.0,0.3,1690.0,11.0939,0.1175,30,608
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,7.1,7.85,207.0,477.0,1305.0,0.3,1690.0,11.0939,0.1175,30,744
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,4.3,7.85,207.0,514.0,1305.0,0.3,1690.0,11.0939,0.1175,30,555
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,4.9,7.85,207.0,512.0,1305.0,0.3,1690.0,11.0939,0.1175,30,590
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,6.4,7.85,207.0,512.0,1305.0,0.3,1690.0,11.0939,0.1175,30,725
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,7.4,7.85,207.0,512.0,1305.0,0.3,1690.0,11.0939,0.1175,30,767
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,6.2,7.85,207.0,512.0,1305.0,0.3,1690.0,11.0939,0.1175,30,697
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,6.2,7.85,207.0,512.0,1305.0,0.3,1690.0,11.0939,0.1175,30,713
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,5.9,7.85,207.0,477.0,1305.0,0.3,1690.0,11.0939,0.1175,30,704
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,6.0,7.85,207.0,530.0,1305.0,0.3,1690.0,11.0939,0.1175,30,707
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,6.2,7.85,207.0,504.0,1305.0,0.3,1690.0,11.0939,0.1175,30,724
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,6.0,7.85,207.0,477.0,1305.0,0.3,1690.0,11.0939,0.1175,30,720
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,6.2,7.85,207.0,477.0,1305.0,0.3,1690.0,11.0939,0.1175,30,716
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,4.7,7.85,207.0,477.0,1305.0,0.3,1690.0,11.0939,0.1175,30,633
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,6.4,7.85,207.0,477.0,1305.0,0.3,1690.0,11.0939,0.1175,30,760
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,6.3,7.85,207.0,477.0,1305.0,0.3,1690.0,11.0939,0.1175,30,724
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,7.8,7.85,207.0,477.0,1305.0,0.3,1690.0,11.0939,0.1175,30,792
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,7.3,7.85,207.0,477.0,1305.0,0.3,1690.0,11.0939,0.1175,30,765
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,5.1,7.85,207.0,477.0,1305.0,0.3,1690.0,11.0939,0.1175,30,648
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,4.7,7.85,207.0,504.0,1305.0,0.3,1690.0,11.0939,0.1175,30,599
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,4.8,7.85,207.0,512.0,1305.0,0.3,1690.0,11.0939,0.1175,30,617
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,5.3,7.85,207.0,477.0,1305.0,0.3,1690.0,11.0939,0.1175,30,662
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,6.4,7.85,207.0,495.0,1305.0,0.3,1690.0,11.0939,0.1175,30,725
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,6.1,7.85,207.0,477.0,1305.0,0.3,1690.0,11.0939,0.1175,30,724
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,6.6,7.85,207.0,514.0,1305.0,0.3,1690.0,11.0939,0.1175,30,759
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,6.9,7.85,207.0,477.0,1305.0,0.3,1690.0,11.0939,0.1175,30,787
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,5.4,7.85,207.0,477.0,1305.0,0.3,1690.0,11.0939,0.1175,30,646
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,5.4,7.85,207.0,495.0,1305.0,0.3,1690.0,11.0939,0.1175,30,685
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,6.6,7.85,207.0,495.0,1305.0,0.3,1690.0,11.0939,0.1175,30,743
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,6.5,7.85,207.0,477.0,1305.0,0.3,1690.0,11.0939,0.1175,30,727
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,7.4,7.85,207.0,512.0,1305.0,0.3,1690.0,11.0939,0.1175,30,783
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,7.0,7.85,207.0,512.0,1305.0,0.3,1690.0,11.0939,0.1175,30,766
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,7.1,7.85,207.0,512.0,1305.0,0.3,1690.0,11.0939,0.1175,30,764
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,5.3,7.85,207.0,495.0,1305.0,0.3,1690.0,11.0939,0.1175,30,671
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,5.1,7.85,207.0,477.0,1305.0,0.3,1690.0,11.0939,0.1175,30,646
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,6.3,7.85,207.0,495.0,1305.0,0.3,1690.0,11.0939,0.1175,30,733
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,5.4,7.85,207.0,495.0,1305.0,0.3,1690.0,11.0939,0.1175,30,672
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,6.7,7.85,207.0,512.0,1305.0,0.3,1690.0,11.0939,0.1175,30,740
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,5.8,7.85,207.0,512.0,1305.0,0.3,1690.0,11.0939,0.1175,30,700
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,6.1,7.85,207.0,512.0,1305.0,0.3,1690.0,11.0939,0.1175,30,703
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,5.8,7.85,207.0,490.0,1305.0,0.3,1690.0,11.0939,0.1175,30,695
CAL50APM2,AP,10.8839,25.9,7.85,630,HHA Class 1,10.2,7.85,207.0,486.0,1305.0,0.3,1690.0,11.0939,0.1175,30,666
CAL50APM2,AP,10.8839,25.9,7.85,630,HHA Class 1,9.8,7.85,207.0,512.0,1305.0,0.3,1690.0,11.0939,0.1175,30,670
CAL50APM2,AP,10.8839,25.9,7.85,630,HHA Class 1,9.7,7.85,207.0,495.0,1305.0,0.3,1690.0,11.0939,0.1175,30,662
CAL50APM2,AP,10.8839,25.9,7.85,630,HHA Class 1,8.1,7.85,207.0,512.0,1305.0,0.3,1690.0,11.0939,0.1175,30,599
CAL50APM2,AP,10.8839,25.9,7.85,630,HHA Class 1,9.9,7.85,207.0,512.0,1305.0,0.3,1690.0,11.0939,0.1175,30,681
CAL50APM2,AP,10.8839,25.9,7.85,630,HHA Class 1,10.3,7.85,207.0,477.0,1305.0,0.3,1690.0,11.0939,0.1175,30,714
CAL50APM2,AP,10.8839,25.9,7.85,630,HHA Class 1,8.2,7.85,207.0,477.0,1305.0,0.3,1690.0,11.0939,0.1175,30,596
CAL50APM2,AP,10.8839,25.9,7.85,630,HHA Class 1,9.1,7.85,207.0,477.0,1305.0,0.3,1690.0,11.0939,0.1175,30,656
CAL50APM2,AP,10.8839,25.9,7.85,630,HHA Class 1,6.8,7.85,207.0,477.0,1305.0,0.3,1690.0,11.0939,0.1175,30,529
CAL50APM2,AP,10.8839,25.9,7.85,630,HHA Class 1,8.1,7.85,207.0,494.0,1305.0,0.3,1690.0,11.0939,0.1175,30,643
CAL50APM2,AP,10.8839,25.9,7.85,630,HHA Class 1,9.8,7.85,207.0,521.0,1305.0,0.3,1690.0,11.0939,0.1175,30,669
CAL50APM2,AP,10.8839,25.9,7.85,630,HHA Class 1,9.8,7.85,207.0,512.0,1305.0,0.3,1690.0,11.0939,0.1175,30,700
CAL50APM2,AP,10.8839,25.9,7.85,630,HHA Class 1,12.8,7.85,207.0,504.0,1305.0,0.3,1690.0,11.0939,0.1175,30,778
CAL50APM2,AP,10.8839,25.9,7.85,630,HHA Class 1,7.9,7.85,207.0,495.0,1305.0,0.3,1690.0,11.0939,0.1175,30,604
CAL50APM2,AP,10.8839,25.9,7.85,630,HHA Class 1,9.0,7.85,207.0,514.0,1305.0,0.3,1690.0,11.0939,0.1175,30,663
CAL50APM2,AP,10.8839,25.9,7.85,630,HHA Class 1,8.4,7.85,207.0,495.0,1305.0,0.3,1690.0,11.0939,0.1175,30,620
CAL50APM2,AP,10.8839,25.9,7.85,630,HHA Class 1,7.9,7.85,207.0,495.0,1305.0,0.3,1690.0,11.0939,0.1175,30,599
CAL50APM2,AP,10.8839,25.9,7.85,630,HHA Class 1,8.1,7.85,207.0,514.0,1305.0,0.3,1690.0,11.0939,0.1175,30,604
CAL50APM2,AP,10.8839,25.9,7.85,630,HHA Class 1,12.5,7.85,207.0,495.0,1305.0,0.3,1690.0,11.0939,0.1175,30,774
CAL50APM2,AP,10.8839,25.9,7.85,630,HHA Class 1,9.2,7.85,207.0,514.0,1305.0,0.3,1690.0,11.0939,0.1175,30,664
CAL50APM2,AP,10.8839,25.9,7.85,630,HHA Class 1,8.8,7.85,207.0,514.0,1305.0,0.3,1690.0,11.0939,0.1175,30,652
CAL50APM2,AP,10.8839,25.9,7.85,630,HHA Class 1,9.3,7.85,207.0,477.0,1305.0,0.3,1690.0,11.0939,0.1175,30,656
CAL50APM2,AP,10.8839,25.9,7.85,630,HHA Class 1,8.1,7.85,207.0,495.0,1305.0,0.3,1690.0,11.0939,0.1175,30,607
CAL50APM2,AP,10.8839,25.9,7.85,630,HHA Class 1,7.7,7.85,207.0,514.0,1305.0,0.3,1690.0,11.0939,0.1175,30,575
CAL50APM2,AP,10.8839,25.9,7.85,630,HHA Class 1,9.7,7.85,207.0,504.0,1305.0,0.3,1690.0,11.0939,0.1175,30,652
CAL50APM2,AP,10.8839,25.9,7.85,630,HHA Class 1,8.1,7.85,207.0,477.0,1305.0,0.3,1690.0,11.0939,0.1175,30,606
CAL50APM2,AP,10.8839,25.9,7.85,630,HHA Class 1,15.0,7.85,207.0,504.0,1305.0,0.3,1690.0,11.0939,0.1175,30,910
CAL50APM2,AP,10.8839,25.9,7.85,630,HHA Class 1,10.1,7.85,207.0,514.0,1305.0,0.3,1690.0,11.0939,0.1175,30,728
CAL50APM2,AP,10.8839,25.9,7.85,630,HHA Class 1,12.8,7.85,207.0,502.0,1305.0,0.3,1690.0,11.0939,0.1175,30,758
CAL50APM2,AP,10.8839,25.9,7.85,630,HHA Class 1,10.0,7.85,207.0,520.0,1305.0,0.3,1690.0,11.0939,0.1175,30,677
CAL50APM2,AP,10.8839,25.9,7.85,630,HHA Class 1,9.7,7.85,207.0,500.0,1305.0,0.3,1690.0,11.0939,0.1175,30,666
CAL50APM2,AP,10.8839,25.9,7.85,630,HHA Class 1,7.9,7.85,207.0,534.0,1305.0,0.3,1690.0,11.0939,0.1175,30,606
CAL50APM2,AP,10.8839,25.9,7.85,630,HHA Class 1,9.7,7.85,207.0,506.0,1305.0,0.3,1690.0,11.0939,0.1175,30,650
CAL50APM2,AP,10.8839,25.9,7.85,630,HHA Class 1,8.2,7.85,207.0,514.0,1305.0,0.3,1690.0,11.0939,0.1175,30,653
CAL50APM2,AP,10.8839,25.9,7.85,630,HHA Class 1,11.9,7.85,207.0,487.0,1305.0,0.3,1690.0,11.0939,0.1175,30,736
CAL50APM2,AP,10.8839,25.9,7.85,630,HHA Class 1,9.4,7.85,207.0,504.0,1305.0,0.3,1690.0,11.0939,0.1175,30,658
CAL50APM2,AP,10.8839,25.9,7.85,630,HHA Class 1,8.3,7.85,207.0,520.0,1305.0,0.3,1690.0,11.0939,0.1175,30,617
CAL50APM2,AP,10.8839,25.9,7.85,630,HHA Class 1,8.2,7.85,207.0,512.0,1305.0,0.3,1690.0,11.0939,0.1175,30,600
CAL50APM2,AP,10.8839,25.9,7.85,630,HHA Class 1,9.9,7.85,207.0,492.0,1305.0,0.3,1690.0,11.0939,0.1175,30,707
CAL50APM2,AP,10.8839,25.9,7.85,630,HHA Class 1,10.0,7.85,207.0,490.0,1305.0,0.3,1690.0,11.0939,0.1175,30,659
CAL50APM2,AP,10.8839,25.9,7.85,630,HHA Class 1,8.4,7.85,207.0,510.0,1305.0,0.3,1690.0,11.0939,0.1175,30,596
CAL50APM2,AP,10.8839,25.9,7.85,630,HHA Class 1,10.2,7.85,207.0,512.0,1305.0,0.3,1690.0,11.0939,0.1175,30,695
CAL50APM2,AP,10.8839,25.9,7.85,630,HHA Class 1,8.1,7.85,207.0,477.0,1305.0,0.3,1690.0,11.0939,0.1175,30,614
CAL50APM2,AP,10.8839,25.9,7.85,630,HHA Class 1,9.0,7.85,207.0,520.0,1305.0,0.3,1690.0,11.0939,0.1175,30,636
CAL50APM2,AP,10.8839,25.9,7.85,630,HHA Class 1,8.0,7.85,207.0,477.0,1305.0,0.3,1690.0,11.0939,0.1175,30,538
145MMB32,AP,12.4206,41.1,7.85,595,HHA Class 1,19.1,7.85,207.0,514.0,1305.0,0.3,1690.0,11.0939,0.1175,30,861
145MMB32,AP,12.4206,41.1,7.85,595,HHA Class 1,18.7,7.85,207.0,495.0,1305.0,0.3,1690.0,11.0939,0.1175,30,847
145MMB32,AP,12.4206,41.1,7.85,595,HHA Class 1,14.8,7.85,207.0,486.0,1305.0,0.3,1690.0,11.0939,0.1175,30,729
145MMB32,AP,12.4206,41.1,7.85,595,HHA Class 1,19.3,7.85,207.0,477.0,1305.0,0.3,1690.0,11.0939,0.1175,30,864
145MMB32,AP,12.4206,41.1,7.85,595,HHA Class 1,19.0,7.85,207.0,495.0,1305.0,0.3,1690.0,11.0939,0.1175,30,858
145MMB32,AP,12.4206,41.1,7.85,595,HHA Class 1,19.2,7.85,207.0,506.0,1305.0,0.3,1690.0,11.0939,0.1175,30,887
145MMB32,AP,12.4206,41.1,7.85,595,HHA Class 1,18.8,7.85,207.0,504.0,1305.0,0.3,1690.0,11.0939,0.1175,30,891
145MMB32,AP,12.4206,41.1,7.85,595,HHA Class 1,19.2,7.85,207.0,501.0,1305.0,0.3,1690.0,11.0939,0.1175,30,863
145MMB32,AP,12.4206,41.1,7.85,595,HHA Class 1,18.5,7.85,207.0,495.0,1305.0,0.3,1690.0,11.0939,0.1175,30,853
145MMB32,AP,12.4206,41.1,7.85,595,HHA Class 1,21.1,7.85,207.0,514.0,1305.0,0.3,1690.0,11.0939,0.1175,30,867
145MMB32,AP,12.4206,41.1,7.85,595,HHA Class 1,14.5,7.85,207.0,507.0,1305.0,0.3,1690.0,11.0939,0.1175,30,759
145MMB32,AP,12.4206,41.1,7.85,595,HHA Class 1,19.2,7.85,207.0,477.0,1305.0,0.3,1690.0,11.0939,0.1175,30,879
145MMB32,AP,12.4206,41.1,7.85,595,HHA Class 1,19.3,7.85,207.0,505.5,1305.0,0.3,1690.0,11.0939,0.1175,30,878
145MMB32,AP,12.4206,41.1,7.85,595,HHA Class 1,15.9,7.85,207.0,514.0,1305.0,0.3,1690.0,11.0939,0.1175,30,800
145MMB32,AP,12.4206,41.1,7.85,595,HHA Class 1,15.9,7.85,207.0,514.0,1305.0,0.3,1690.0,11.0939,0.1175,30,787
145MMB32,AP,12.4206,41.1,7.85,595,HHA Class 1,19.3,7.85,207.0,514.0,1305.0,0.3,1690.0,11.0939,0.1175,30,891
145MMB32,AP,12.4206,41.1,7.85,595,HHA Class 1,18.9,7.85,207.0,498.0,1305.0,0.3,1690.0,11.0939,0.1175,30,862
145MMB32,AP,12.4206,41.1,7.85,595,HHA Class 1,16.3,7.85,207.0,514.0,1305.0,0.3,1690.0,11.0939,0.1175,30,795
145MMB32,AP,12.4206,41.1,7.85,595,HHA Class 1,16.1,7.85,207.0,494.0,1305.0,0.3,1690.0,11.0939,0.1175,30,758
145MMB32,AP,12.4206,41.1,7.85,595,HHA Class 1,19.4,7.85,207.0,498.0,1305.0,0.3,1690.0,11.0939,0.1175,30,850
145MMB32,AP,12.4206,41.1,7.85,595,HHA Class 1,19.3,7.85,207.0,495.0,1305.0,0.3,1690.0,11.0939,0.1175,30,826
145MMB32,AP,12.4206,41.1,7.85,595,HHA Class 1,16.2,7.85,207.0,477.0,1305.0,0.3,1690.0,11.0939,0.1175,30,747
145MMB32,AP,12.4206,41.1,7.85,595,HHA Class 1,19.5,7.85,207.0,486.0,1305.0,0.3,1690.0,11.0939,0.1175,30,899
